cveID	vendor	product	description	prediction
CVE-2025-0960	AutomationDirect	C-more EA9 HMI EA9-T7CL	"AutomationDirect C-more EA9 HMI contains a function with bounds checks that can be skipped, which could result in an attacker abusing the function to cause a denial-of-service condition or achieving remote code execution on the affected device."	hot
CVE-2025-0960	AutomationDirect	C-more EA9 HMI EA9-T7CL-R	"AutomationDirect C-more EA9 HMI contains a function with bounds checks that can be skipped, which could result in an attacker abusing the function to cause a denial-of-service condition or achieving remote code execution on the affected device."	hot
CVE-2025-0960	AutomationDirect	C-more EA9 HMI EA9-T8CL	"AutomationDirect C-more EA9 HMI contains a function with bounds checks that can be skipped, which could result in an attacker abusing the function to cause a denial-of-service condition or achieving remote code execution on the affected device."	hot
CVE-2025-0693	AWS	AWS Sign-in IAM Login Flow	Variable response times in the AWS Sign-in IAM user login flow allowed for the use of brute force enumeration techniques to identify valid IAM usernames in an arbitrary AWS account.	hot
CVE-2025-0851	AWS	DeepJavaLibrary	A path traversal issue in ZipUtils.unzip and TarUtils.untar in Deep Java Library (DJL) on all platforms allows a bad actor to write files to arbitrary locations.	hot
CVE-2025-0430	Belledonne Communications	Linphone-Desktop	"Belledonne Communications Linphone-Desktop 
 is vulnerable to a NULL Dereference vulnerability, which could allow a remote attacker to create a denial-of-service condition."	hot
CVE-2025-22507	Benjamin Santalucia (ben@woow-fr.com)	WPMU Prefill Post	Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Benjamin Santalucia (ben@woow-fr.com) WPMU Prefill Post allows SQL Injection.This issue affects WPMU Prefill Post: from n/a through 1.02.	hot
CVE-2025-0637	Beta10	Beta10	"It has been found that the Beta10 software does not provide for proper authorisation control in multiple areas of the application. This deficiency could allow a malicious actor, without authentication, to access private areas and/or areas intended for other roles. The vulnerability has been identified at least in the file or path ‘/app/tools.html’."	hot
CVE-2025-0364	BigAntSoft	BigAnt Server	"BigAntSoft BigAnt Server, up to and including version 5.6.06, is vulnerable to unauthenticated remote code execution via account registration. An unauthenticated remote attacker can create an administrative user through the default exposed SaaS registration mechanism. Once an administrator, the attacker can upload and execute arbitrary PHP code using the ""Cloud Storage Addin,"" leading to unauthenticated code execution."	hot
CVE-2025-1143	Billion Electric	M100	"Certain models of routers from Billion Electric has hard-coded embedded linux credentials, allowing attackers to log in through the SSH service using these credentials and obtain root privilege of the system."	hot
CVE-2025-1143	Billion Electric	M120N	"Certain models of routers from Billion Electric has hard-coded embedded linux credentials, allowing attackers to log in through the SSH service using these credentials and obtain root privilege of the system."	hot
CVE-2025-1143	Billion Electric	M150	"Certain models of routers from Billion Electric has hard-coded embedded linux credentials, allowing attackers to log in through the SSH service using these credentials and obtain root privilege of the system."	hot
CVE-2025-1143	Billion Electric	M500	"Certain models of routers from Billion Electric has hard-coded embedded linux credentials, allowing attackers to log in through the SSH service using these credentials and obtain root privilege of the system."	hot
CVE-2025-24502	Broadcom	Symantec Privileged Access Management	An improper session validation allows an unauthenticated attacker to cause certain request notifications to be executed in the context of an incorrect user by spoofing the client IP address.	hot
CVE-2025-24503	Broadcom	Symantec Privileged Access Management	A malicious actor can fix the session of a PAM user by tricking the user to click on a specially crafted link to the PAM server.	hot
CVE-2025-24504	Broadcom	Symantec Privileged Access Management	An improper input validation the CSRF filter results in unsanitized user input written to the application logs.	hot
CVE-2025-24505	Broadcom	Symantec Privileged Access Management	This vulnerability allows a high-privileged authenticated PAM user to achieve remote command execution on the affected PAM system by uploading a specially crafted upgrade file.	hot
CVE-2025-24506	Broadcom	Symantec Privileged Access Management	A specific authentication strategy allows to learn ids of PAM users associated with certain authentication types.	hot
CVE-2025-24507	Broadcom	Symantec Privileged Access Management	This vulnerability allows appliance compromise at boot time.	hot
CVE-2025-24500	Broadcom	Symantec Privileged Access Management	The vulnerability allows an unauthenticated attacker to access information in PAM database.	hot
CVE-2025-24501	Broadcom	Symantec Privileged Access Management	An improper input validation allows an unauthenticated attacker to alter PAM logs by sending a specially crafted HTTP request.	hot
CVE-2025-1053	Brocade	Brocade SANnav	"Under certain error conditions at time of SANnav installation or upgrade, the encryption key can be written into and obtained from a Brocade SANnav supportsave.  An attacker with privileged access to the Brocade SANnav database could use the encryption key to obtain passwords used by Brocade SANnav."	hot
CVE-2025-24367	Cacti	cacti	"Cacti is an open source performance and fault management framework. An authenticated Cacti user can abuse graph creation and graph template functionality to create arbitrary PHP scripts in the web root of the application, leading to remote code execution on the server. This vulnerability is fixed in 1.2.29."	hot
CVE-2025-26520	Cacti	Cacti	Cacti through 1.2.29 allows SQL injection in the template function in host_templates.php via the graph_template parameter. NOTE: this issue exists because of an incomplete fix for CVE-2024-54146.	hot
CVE-2025-22604	Cacti	cacti	"Cacti is an open source performance and fault management framework. Due to a flaw in multi-line SNMP result parser, authenticated users can inject malformed OIDs in the response. When processed by ss_net_snmp_disk_io() or ss_net_snmp_disk_bytes(), a part of each OID will be used as a key in an array that is used as part of a system command, causing a command execution vulnerability. This vulnerability is fixed in 1.2.29."	hot
CVE-2025-0695	Cesanta	Frozen	An Allocation of Resources Without Limits or Throttling vulnerability in Cesanta Frozen versions less than 1.7 allows an attacker to induce a crash of the component embedding the library by supplying a maliciously crafted JSON as input.	hot
CVE-2025-0696	Cesanta	Frozen	A NULL Pointer Dereference vulnerability in Cesanta Frozen versions less than 1.7 allows an attacker to induce a crash of the component embedding the library by supplying a maliciously crafted JSON as input.	hot
CVE-2025-20165	Cisco	Cisco BroadWorks	"A vulnerability in the SIP processing subsystem of Cisco BroadWorks could allow an unauthenticated, remote attacker to halt the processing of incoming SIP requests, resulting in a denial of service (DoS) condition.

This vulnerability is due to improper memory handling for certain SIP requests. An attacker could exploit this vulnerability by sending a high number of SIP requests to an affected system. A successful exploit could allow the attacker to exhaust the memory that was allocated to the Cisco BroadWorks Network Servers that handle SIP traffic. If no memory is available, the Network Servers can no longer process incoming requests, resulting in a DoS condition that requires manual intervention to recover."	hot
CVE-2025-20166	Cisco	Cisco Common Services Platform Collector Software	"A vulnerability in the web-based management interface of Cisco Common Services Platform Collector (CSPC) could allow an authenticated, remote attacker to conduct cross-site scripting (XSS) attacks against a user of the interface.

This vulnerability is due to insufficient validation of user-supplied input by the web-based management interface of an affected system. An attacker could exploit this vulnerability by injecting malicious code into specific pages of the interface. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information. To exploit this vulnerability, the attacker must have at least a low-privileged account on an affected device.
Cisco has not released software updates that address this vulnerability. There are no workarounds that address this vulnerability."	hot
CVE-2025-20167	Cisco	Cisco Common Services Platform Collector Software	"A vulnerability in the web-based management interface of Cisco Common Services Platform Collector (CSPC) could allow an authenticated, remote attacker to conduct cross-site scripting (XSS) attacks against a user of the interface.

This vulnerability is due to insufficient validation of user-supplied input by the web-based management interface of an affected system. An attacker could exploit this vulnerability by injecting malicious code into specific pages of the interface. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information. To exploit this vulnerability, the attacker must have at least a low-privileged account on an affected device.
Cisco has not released software updates that address this vulnerability. There are no workarounds that address this vulnerability."	hot
CVE-2025-20168	Cisco	Cisco Common Services Platform Collector Software	"A vulnerability in the web-based management interface of Cisco Common Services Platform Collector (CSPC) could allow an authenticated, remote attacker to conduct cross-site scripting (XSS) attacks against a user of the interface.

This vulnerability is due to insufficient validation of user-supplied input by the web-based management interface of an affected system. An attacker could exploit this vulnerability by injecting malicious code into specific pages of the interface. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information. To exploit this vulnerability, the attacker must have at least a low-privileged account on an affected device.
Cisco has not released software updates that address this vulnerability. There are no workarounds that address this vulnerability."	hot
CVE-2025-20123	Cisco	Cisco Crosswork Network Change Automation	"Multiple vulnerabilities in the web-based management interface of Cisco Crosswork Network Controller could allow an authenticated, remote attacker to conduct cross-site scripting (XSS) attacks against users of the interface of an affected system.

These vulnerabilities exist because the web-based management interface does not properly validate user-supplied input. An attacker could exploit these vulnerabilities by inserting malicious data into specific data fields in the interface. A successful exploit could allow the attacker to execute arbitrary script code in the context of the affected interface or access sensitive, browser-based information. To exploit these vulnerabilities, the attacker must have valid administrative credentials.
Cisco has released software updates that address these vulnerabilities. There are no workarounds that address these vulnerabilities."	hot
