cve,state,assigner,published,title,description,vendor,product,rating
CVE-2025-34089,PUBLISHED,VulnCheck,2025-07-03T19:47:00.455Z,Remote for Mac Unauthenticated Remote Code Execution via AppleScript Injection,"An unauthenticated remote code execution vulnerability exists in Remote for Mac, a macOS remote control utility developed by Aexol Studio, in versions up to and including 2025.7. When the application is configured with authentication disabled (i.e., the ""Allow unknown devices"" option is enabled), the /api/executeScript endpoint is exposed without access control. This allows unauthenticated remote attackers to inject arbitrary AppleScript payloads via the X-Script HTTP header, resulting in code execution using do shell script. Successful exploitation grants attackers the ability to run arbitrary commands on the macOS host with the privileges of the Remote for Mac background process.",AEXOL STUDIO,Remote for Mac,warm
CVE-2025-34093,PUBLISHED,VulnCheck,2025-07-10T19:13:44.410Z,Polycom HDX Series Telnet Command Injection via lan traceroute,"An authenticated command injection vulnerability exists in the Polycom HDX Series command shell interface accessible over Telnet. The lan traceroute command in the devcmds console accepts unsanitized input, allowing attackers to execute arbitrary system commands. By injecting shell metacharacters through the traceroute interface, an attacker can achieve remote code execution under the context of the root user. This flaw affects systems where Telnet access is enabled and either unauthenticated access is allowed or credentials are known.",POLYCOM,HDX Series,warm
CVE-2025-34095,PUBLISHED,VulnCheck,2025-07-10T19:14:30.933Z,Mako Server v2.5 and v2.6 OS Command Injection via examples/save.lsp,"An OS command injection vulnerability exists in Mako Server versions 2.5 and 2.6, specifically within the tutorial interface provided by the examples/save.lsp endpoint. An unauthenticated attacker can send a crafted PUT request containing arbitrary Lua os.execute() code, which is then persisted on disk and triggered via a subsequent GET request to examples/manage.lsp. This allows remote command execution on the underlying operating system, impacting both Windows and Unix-based deployments.",REAL TIME LOGIC,Mako Server,warm
CVE-2025-34096,PUBLISHED,VulnCheck,2025-07-10T19:15:06.156Z,Easy File Sharing HTTP Server 7.2 Buffer Overflow via POST to /sendemail.ghp,"A stack-based buffer overflow vulnerability exists in Easy File Sharing HTTP Server version 7.2. The flaw is triggered when a crafted POST request is sent to the /sendemail.ghp endpoint containing an overly long Email parameter. The application fails to properly validate the length of this field, resulting in a memory corruption condition. An unauthenticated remote attacker can exploit this to execute arbitrary code with the privileges of the server process.",EFS SOFTWARE,Easy File Sharing HTTP Server,warm
CVE-2025-34097,PUBLISHED,VulnCheck,2025-07-10T19:12:37.309Z,ProcessMaker < 3.5.4 Authenticated Plugin Upload RCE,"An unrestricted file upload vulnerability exists in ProcessMaker versions prior to 3.5.4 due to improper handling of uploaded plugin archives. An attacker with administrative privileges can upload a malicious .tar plugin file containing arbitrary PHP code. Upon installation, the plugin’s install() method is invoked, resulting in execution of attacker-supplied PHP code on the server with the privileges of the web server user. This vulnerability can be chained with CVE-2022-38577 — a privilege escalation flaw in the user profile page — to achieve full remote code execution from a low-privileged account.",PROCESSMAKER,ProcessMaker,warm
CVE-2025-34098,PUBLISHED,VulnCheck,2025-07-10T19:11:52.790Z,Riverbed SteelHead VCX Authenticated Arbitrary File Read via Log Filter Injection,"A path traversal vulnerability exists in Riverbed SteelHead VCX appliances (confirmed in VCX255U 9.6.0a) due to improper input validation in the log filtering functionality exposed via the management web interface. An authenticated attacker can exploit this flaw by submitting crafted filter expressions to the log_filter endpoint using the filterStr parameter. This input is processed by a backend parser that permits execution of file expansion syntax, allowing the attacker to retrieve arbitrary system files via the log viewing interface.",RIVERBED TECHNOLOGY,SteelHead VCX,hot
CVE-2025-34099,PUBLISHED,VulnCheck,2025-07-10T19:10:18.695Z,VICIdial vicidial_sales_viewer.php Unauthenticated Command Injection via Basic Auth Password,"An unauthenticated command injection vulnerability exists in VICIdial versions 2.9 RC1 through 2.13 RC1, within the vicidial_sales_viewer.php component when password encryption is enabled (a non-default configuration). The application improperly passes the HTTP Basic Authentication password directly to a call to exec() without adequate sanitation. This allows remote attackers to inject and execute arbitrary operating system commands as the web server user. NOTE: This vulnerability was mitigated in 2017.",VICIDIAL GROUP,VICIdial,warm
CVE-2025-34100,PUBLISHED,VulnCheck,2025-07-10T19:16:28.782Z,BuilderEngine 3.5.0 RCE via Unauthenticated Arbitrary File Upload,"An unrestricted file upload vulnerability exists in BuilderEngine 3.5.0 via the integration of the elFinder 2.0 file manager and its use of the jQuery File Upload plugin. The plugin fails to properly validate or restrict file types or locations during upload operations, allowing an attacker to upload a malicious .php file and subsequently execute arbitrary PHP code on the server under the context of the web server process. While the root vulnerability lies within the jQuery File Upload component, BuilderEngine’s improper integration and lack of access controls expose this functionality to unauthenticated users, resulting in full remote code execution.",BUILDERENGINE,CMS,warm
CVE-2025-34101,PUBLISHED,VulnCheck,2025-07-10T19:11:05.353Z,Serviio Media Server Unauthenticated Command Injection via checkStreamUrl VIDEO Parameter,"An unauthenticated command injection vulnerability exists in Serviio Media Server versions 1.4 through 1.8 on Windows, in the /rest/action API endpoint exposed by the console component (default port 23423). The checkStreamUrl method accepts a VIDEO parameter that is passed unsanitized to a call to cmd.exe, enabling arbitrary command execution under the privileges of the web server. No authentication is required to exploit this issue, as the REST API is exposed by default and lacks access controls.",SERVIIO,Media Server,warm
CVE-2025-34102,PUBLISHED,VulnCheck,2025-07-10T19:16:01.206Z,CryptoLog Unauthenticated RCE via SQL Injection and Command Injection,"A remote code execution vulnerability exists in CryptoLog (PHP version, discontinued since 2009) due to a chained exploitation of SQL injection and command injection vulnerabilities. An unauthenticated attacker can gain shell access as the web server user by first exploiting a SQL injection flaw in login.php to bypass authentication, followed by command injection in logshares_ajax.php to execute arbitrary operating system commands.


The login bypass is achieved by submitting crafted SQL via the user POST parameter. Once authenticated, the attacker can abuse the lsid POST parameter in the logshares_ajax.php endpoint to inject and execute a command using $(...) syntax, resulting in code execution under the web context.


This exploitation path does not exist in the ASP.NET version of CryptoLog released since 2009.",CRYPTTECH,CryptoLog,hot
CVE-2025-34103,PUBLISHED,VulnCheck,2025-07-15T13:10:41.256Z,WePresent WiPG-1000 Unauthenticated Command Injection in via rdfs.cgi,"An unauthenticated command injection vulnerability exists in WePresent WiPG-1000 firmware versions prior to 2.2.3.0, due to improper input handling in the undocumented /cgi-bin/rdfs.cgi endpoint. The Client parameter is not sanitized before being passed to a system call, allowing an unauthenticated remote attacker to execute arbitrary commands as the web server user.",WEPRESENT (BARCO),WiPG-1000,warm
CVE-2025-34104,PUBLISHED,VulnCheck,2025-07-15T13:06:51.072Z,Piwik Authenticated RCE via Custom Plugin Upload,"An authenticated remote code execution vulnerability exists in Piwik (now Matomo) versions prior to 3.0.3 via the plugin upload mechanism. In vulnerable versions, an authenticated user with Superuser privileges can upload and activate a malicious plugin (ZIP archive), leading to arbitrary PHP code execution on the underlying system. Starting with version 3.0.3, plugin upload functionality is disabled by default unless explicitly enabled in the configuration file.",PIWIK (NOW MATOMO),Web Analytics Platform,warm
CVE-2025-34105,PUBLISHED,VulnCheck,2025-07-15T13:02:06.618Z,DiskBoss Enterprise Stack-Based Buffer Overflow RCE,"A stack-based buffer overflow vulnerability exists in the built-in web interface of DiskBoss Enterprise versions 7.4.28, 7.5.12, and 8.2.14. The vulnerability arises from improper bounds checking on the path component of HTTP GET requests. By sending a specially crafted long URI, a remote unauthenticated attacker can trigger a buffer overflow, potentially leading to arbitrary code execution with SYSTEM privileges on vulnerable Windows hosts.",FLEXENSE,DiskBoss Enterprise,warm
CVE-2025-34106,PUBLISHED,VulnCheck,2025-07-15T13:05:49.222Z,PDF Shaper v3.5/3.6 Buffer Overflow via Convert to Image Feature,"A buffer overflow vulnerability exists in PDF Shaper versions 3.5 and 3.6 when converting a crafted PDF file to an image using the 'Convert PDF to Image' functionality. An attacker can exploit this vulnerability by tricking a user into opening a maliciously crafted PDF file, leading to arbitrary code execution under the context of the user. This vulnerability has been verified on Windows XP, 7, 8, and 10 platforms using the PDFTools.exe component.",BURNAWARE,PDF Shaper,warm
CVE-2025-34107,PUBLISHED,VulnCheck,2025-07-15T13:11:18.747Z,WinaXe 7.7 FTP Client Remote Buffer Overflow,"A buffer overflow vulnerability exists in the WinaXe FTP Client version 7.7 within the FTP banner parsing functionality, WCMDPA10.dll. When the client connects to a remote FTP server and receives an overly long '220 Server Ready' response, the vulnerable component responsible for parsing the banner overflows a stack buffer, leading to arbitrary code execution under the context of the user.",LABF,WinaXe FTP Client,warm
CVE-2025-34108,PUBLISHED,VulnCheck,2025-07-15T13:01:40.516Z,Disk Pulse Enterprise 9.0.34 Login Stack Buffer Overflow,"A stack-based buffer overflow vulnerability exists in the login functionality of Disk Pulse Enterprise version 9.0.34. An attacker can send a specially crafted HTTP POST request to the /login endpoint with an overly long username parameter, causing a buffer overflow in the libspp.dll component. Successful exploitation allows arbitrary code execution with SYSTEM privileges.",FALCONSTOR SOFTWARE,Disk Pulse Enterprise,warm
CVE-2025-34109,PUBLISHED,VulnCheck,2025-07-15T13:04:59.958Z,Panda Security PSEvents.exe Insecure DLL Loading Privilege Escalation,"PSEvents.exe in multiple Panda Security products runs hourly with SYSTEM privileges and loads DLL files from a user-writable directory without proper validation. An attacker with low-privileged access who can write DLL files to the monitored directory can achieve arbitrary code execution with SYSTEM privileges. Affected products include Panda Global Protection 2016, Panda Antivirus Pro 2016, Panda Small Business Protection, and Panda Internet Security 2016 (all versions up to 16.1.2).",PANDA SECURITY,Panda Antivirus Pro 2016; Panda Global Protection 2016; Panda Internet Security 2016; Panda Small Business Protection,hot
CVE-2025-34110,PUBLISHED,VulnCheck,2025-07-15T13:01:10.712Z,ColoradoFTP Server <= 1.3 Build 8 Path Traversal Information Disclosure,"A directory traversal vulnerability exists in ColoradoFTP Server ? 1.3 Build 8 for Windows, allowing unauthenticated attackers to read or write arbitrary files outside the configured FTP root directory. The flaw is due to insufficient sanitation of user-supplied file paths in the FTP GET and PUT command handlers. Exploitation is possible by submitting traversal sequences during FTP operations, enabling access to system-sensitive files. This issue affects only the Windows version of ColoradoFTP.",COLORADOFTP,Server,warm
CVE-2025-34111,PUBLISHED,VulnCheck,2025-07-15T13:09:56.350Z,Tiki Wiki <= 15.1 ELFinder Unauthenticated File Upload RCE,"An unauthenticated arbitrary file upload vulnerability exists in Tiki Wiki CMS Groupware version 15.1 and earlier via the ELFinder component's default connector (connector.minimal.php), which allows remote attackers to upload and execute malicious PHP scripts in the context of the web server. The vulnerable component does not enforce file type validation, allowing attackers to craft a POST request to upload executable PHP payloads through the ELFinder interface exposed at /vendor_extra/elfinder/.",TIKI SOFTWARE COMMUNITY ASSOCIATION,Wiki CMS Groupware,warm
CVE-2025-34112,PUBLISHED,VulnCheck,2025-07-15T13:07:31.186Z,Riverbed SteelCentral NetProfiler / NetExpress 10.8.7 RCE,An authenticated multi-stage remote code execution vulnerability exists in Riverbed SteelCentral NetProfiler and NetExpress 10.8.7 virtual appliances. A SQL injection vulnerability in the '/api/common/1.0/login' endpoint can be exploited to create a new user account in the appliance database. This user can then trigger a command injection vulnerability in the '/index.php?page=licenses' endpoint to execute arbitrary commands. The attacker may escalate privileges to root by exploiting an insecure sudoers configuration that allows the 'mazu' user to execute arbitrary commands as root via SSH key extraction and command chaining. Successful exploitation allows full remote root access to the virtual appliance.,RIVERBED TECHNOLOGY,SteelCentral NetExpress; SteelCentral NetProfiler,hot
CVE-2025-34113,PUBLISHED,VulnCheck,2025-07-15T13:09:34.329Z,Tiki Wiki CMS Authenticated Command Injection in Calendar Module,"An authenticated command injection vulnerability exists in Tiki Wiki CMS versions ?14.1, ?12.4 LTS, ?9.10 LTS, and ?6.14 via the `viewmode` GET parameter in `tiki-calendar.php`. When the calendar module is enabled and an authenticated user has permission to access it, an attacker can inject and execute arbitrary PHP code. Successful exploitation leads to remote code execution in the context of the web server user.",TIKI SOFTWARE COMMUNITY ASSOCIATION,Wiki CMS Groupware,warm
CVE-2025-34114,PUBLISHED,VulnCheck,2025-07-25T15:52:56.387Z,OpenBlow Missing Critical Security Headers,"A client-side security misconfiguration vulnerability exists in OpenBlow whistleblowing platform across multiple versions and default deployments, due to the absence of critical HTTP response headers including Content-Security-Policy, Referrer-Policy, Permissions-Policy, Cross-Origin-Embedder-Policy, and Cross-Origin-Resource-Policy. This omission weakens browser-level defenses and exposes users to cross-site scripting (XSS), clickjacking, and referer leakage. Although some instances attempt to enforce CSP via HTML <meta> tags, this method is ineffective, as modern browsers rely on header-based enforcement to reliably block inline scripts and untrusted resources.",LASER ROMAE?S.R.L.,OpenBlow,warm
CVE-2025-34115,PUBLISHED,VulnCheck,2025-07-15T13:04:01.581Z,OP5 Monitor <= 7.1.9 Authenticated Command Execution via command_test.php,An authenticated command injection vulnerability exists in OP5 Monitor through version 7.1.9 via the 'cmd_str' parameter in the command_test.php endpoint. A user with access to the web interface can exploit the 'Test this command' feature to execute arbitrary shell commands as the unprivileged web application user. The vulnerability resides in the configuration section of the application and requires valid login credentials with access to the command testing functionality. This issue is fixed in version 7.2.0.,ITRS GROUP,OP5 Monitor,warm
CVE-2025-34116,PUBLISHED,VulnCheck,2025-07-15T13:02:31.571Z,IPFire < 2.19 Core Update 101 proxy.cgi RCE,"A remote command execution vulnerability exists in IPFire before version 2.19 Core Update 101 via the 'proxy.cgi' CGI interface. An authenticated attacker can inject arbitrary shell commands through crafted values in the NCSA user creation form fields, leading to command execution with web server privileges.",IPFIRE PROJECT,IPFire,warm
CVE-2025-34117,PUBLISHED,VulnCheck,2025-07-16T21:02:57.281Z,Netcore / Netis Routers RCE via UDP Port 53413 Backdoor,"A remote code execution vulnerability exists in multiple Netcore and Netis routers models with firmware released prior to August 2014 due to the presence of an undocumented backdoor listener on UDP port 53413. Exact version boundaries remain undocumented. An unauthenticated remote attacker can send specially crafted UDP packets to execute arbitrary commands on the affected device. This backdoor uses a hardcoded authentication mechanism and accepts shell commands post-authentication. Some device models include a non-standard implementation of the `echo` command, which may affect exploitability.",NETCORE TECHNOLOGY; NETIS,Router firmware,hot
CVE-2025-34118,PUBLISHED,VulnCheck,2025-07-16T21:03:53.676Z,Linknat VOS Manager Path Traversal File Disclosure,"A path traversal vulnerability exists in Linknat VOS Manager versions prior to 2.1.9.07, including VOS2009 and early VOS3000 builds, that allows unauthenticated remote attackers to read arbitrary files on the server. The vulnerability is accessible via multiple localized subpaths such as '/eng/', '/chs/', or '/cht/', where the 'js/lang_en_us.js' or equivalent files are loaded. By injecting encoded traversal sequences such as '%c0%ae%c0%ae' into the request path, attackers can bypass input validation and disclose sensitive files.",LINKNAT TECHNOLOGY,VOS Manager,warm
CVE-2025-34119,PUBLISHED,VulnCheck,2025-07-16T21:04:35.633Z,EasyCafe Server 2.2.14 Remote File Disclosure via Opcode 0x43,"A remote file disclosure vulnerability exists in EasyCafe Server 2.2.14, exploitable by unauthenticated remote attackers via TCP port 831. The server listens for a custom protocol where opcode 0x43 can be used to request arbitrary files by absolute path. If the file exists and is accessible, its content is returned without authentication. This flaw allows attackers to retrieve sensitive files such as system configuration, password files, or application data.",TINASOFT,EasyCafe Server,warm
CVE-2025-34120,PUBLISHED,VulnCheck,2025-07-16T21:05:34.816Z,LimeSurvey 2.0+ - 2.06+ Unauthenticated Arbitrary File Download via Serialized Backup Payload,"An unauthenticated file download vulnerability exists in LimeSurvey versions from 2.0+ up to and including 2.06+ Build 151014. The application fails to validate serialized input to the admin backup endpoint (`index.php/admin/update/sa/backup`), allowing attackers to specify arbitrary file paths using a crafted `datasupdateinfo` payload. The files are packaged in a ZIP archive and made available for download without authentication. This vulnerability can be exploited to read arbitrary files on the host system, including sensitive OS and configuration files.",LIMESURVEY GMBH,LimeSurvey,warm
CVE-2025-34121,PUBLISHED,VulnCheck,2025-07-16T21:06:44.747Z,Idera Up.Time ? 7.2 post2file.php Arbitrary File Upload RCE,"An unauthenticated arbitrary file upload vulnerability exists in Idera Up.Time Monitoring Station versions up to and including 7.2. The `wizards/post2file.php` script accepts arbitrary POST parameters, allowing attackers to upload crafted PHP files to the webroot. Successful exploitation results in remote code execution as the web server user. NOTE: The bypass for this vulnerability is tracked as CVE-2015-9263.",IDERA,Up.Time Monitoring Station,warm
CVE-2025-34123,PUBLISHED,VulnCheck,2025-07-16T21:07:50.606Z,VideoCharge Studio 2.12.3.685 SEH Buffer Overflow via .VSC File,"A stack-based buffer overflow vulnerability exists in VideoCharge Studio 2.12.3.685 when processing a specially crafted .VSC configuration file. The issue occurs due to improper handling of user-supplied data in the XML 'Name' attribute, leading to an SEH overwrite condition. An attacker can exploit this vulnerability by convincing a user to open a malicious .VSC file, resulting in arbitrary code execution under the context of the user.",VIDEOCHARGE SOFTWARE,Studio,warm
CVE-2025-34124,PUBLISHED,VulnCheck,2025-07-16T21:08:33.123Z,Heroes of Might and Magic III .h3m Map File Buffer Overflow,"A buffer overflow vulnerability exists in Heroes of Might and Magic III Complete 4.0.0.0, HD Mod 3.808 build 9, and Demo 1.0.0.0 via malicious .h3m map files that exploit object sprite name parsing logic. The vulnerability occurs during in-game map loading when a crafted object name causes a buffer overflow, potentially allowing arbitrary code execution. Exploitation requires the victim to open a malicious map file within the game.",THE 3DO COMPANY,Heroes of Might and Magic III,warm
CVE-2025-34125,PUBLISHED,VulnCheck,2025-07-16T21:09:59.215Z,D-Link DSP-W110A1 Cookie Command Injection,"An unauthenticated command injection vulnerability exists in the cookie handling process of the lighttpd web server on D-Link DSP-W110A1 firmware version 1.05B01. This occurs when specially crafted cookie values are processed, allowing remote attackers to execute arbitrary commands on the underlying Linux operating system. Successful exploitation enables full system compromise.",D-LINK,DSP-W110A1,hot
CVE-2025-34126,PUBLISHED,VulnCheck,2025-07-16T21:10:13.388Z,RIPS Scanner v0.54 Path Traversal,A path traversal vulnerability exists in RIPS Scanner version 0.54. The vulnerability allows remote attackers to read arbitrary files on the system with the privileges of the web server by sending crafted HTTP GET requests to the 'windows/code.php' script with a manipulated 'file' parameter. This can lead to disclosure of sensitive information.,RIPS TECHNOLOGIES,RIPS Scanner,warm
CVE-2025-34127,PUBLISHED,VulnCheck,2025-07-16T21:10:22.494Z,Achat v0.150 SEH Buffer Overflow via UDP,"A stack-based buffer overflow exists in Achat v0.150 in its default configuration. By sending a specially crafted message to the UDP port 9256, an attacker can overwrite the structured exception handler (SEH) due to insufficient bounds checking on user-supplied input leading to remote code execution.",ACHAT SOFTWARE,Achat Chat Server,warm
CVE-2025-34128,PUBLISHED,VulnCheck,2025-07-16T21:10:31.205Z,X360 VideoPlayer ActiveX Control Buffer Overflow via ConvertFile(),A buffer overflow vulnerability exists in the X360 VideoPlayer ActiveX control (VideoPlayer.ocx) version 2.6 when handling overly long arguments to the ConvertFile() method. An attacker can exploit this vulnerability by supplying crafted input to cause memory corruption and execute arbitrary code within the context of the current process.,X360SOFT,X360 VideoPlayer ActiveX Control,warm
CVE-2025-34129,PUBLISHED,VulnCheck,2025-07-16T21:26:32.446Z,LILIN DVR RCE via Malicious FTP/NTP Configuration,"A command injection vulnerability exists in LILIN Digital Video Recorder (DVR) devices prior to firmware version 2.0b60_20200207 due to insufficient sanitization of the FTP and NTP Server fields in the service configuration. An attacker with access to the configuration interface can upload a malicious XML file with injected shell commands in these fields. Upon subsequent configuration syncs, these commands are executed with elevated privileges. This vulnerability was exploited in the wild by the Moobot botnets.",MERIT LILIN,DVR Firmware,warm
CVE-2025-34130,PUBLISHED,VulnCheck,2025-07-16T21:26:42.449Z,LILIN DVR Arbitrary File Read via net_html.cgi,"An unauthenticated arbitrary file read exists in LILIN Digital Video Recorder (DVR) devices prior to firmware version 2.0b60_20200207 via the /z/zbin/net_html.cgi endpoint. This vulnerability allows attackers to read sensitive configuration files, such as /zconf/service.xml, which can then be used to facilitate further attacks including command injection. The vulnerability has been exploited in the wild in conjunction with other issues by botnets like FBot and Moobot.",MERIT LILIN,DVR Firmware,warm
CVE-2025-34132,PUBLISHED,VulnCheck,2025-07-16T21:26:51.852Z,LILIN DVR Command Injection via NTPUpdate in dvr_box,"A command injection vulnerability exists in LILIN Digital Video Recorder (DVR) devices prior to firmware version 2.0b60_20200207 via the Server field in the NTPUpdate configuration. The web service at /z/zbin/dvr_box fails to properly sanitize input, allowing remote attackers to inject and execute arbitrary commands as root by supplying specially crafted XML data to the DVRPOST interface. 777",MERIT LILIN,DVR Firmware,warm
CVE-2025-34136,PUBLISHED,VulnCheck,2025-07-25T15:49:23.837Z,Commvault CommServe Web Server Unauthenticated SQL Injection,"An SQL injection vulnerability exists in Commvault 11.32.0 - 11.32.93, 11.36.0 - 11.36.51, and 11.38.0 - 11.38.19 Web Server component that allows a remote, unauthenticated attacker to perform SQL Injection. The vulnerability impacts systems where the CommServe and Web Server roles are installed. Other Commvault components deployed in the same environment are not affected.",COMMVAULT,Commvault,warm
CVE-2025-34138,PUBLISHED,VulnCheck,2025-07-25T15:54:47.306Z,Sitecore XM/XP/XC and Managed Cloud 9.2 - 10.4 RCE,"A vulnerability exists in Sitecore Experience Manager (XM), Experience Platform (XP), Experience Commerce (XC), and Managed Cloud that could allow remote code execution or unauthorized access to information. This vulnerability affects all Experience Platform topologies (XM, XP, XC) from 9.2 Initial Release through 10.4 Initial Release. PaaS and containerized solutions are similarly affected.",SITECORE,Experience Commerce (XC); Experience Manager (XM); Experience Platform (XP); Managed Cloud,warm
CVE-2025-34140,PUBLISHED,VulnCheck,2025-07-22T12:34:31.324Z,ETQ Reliance CG/NXG API Authorization Bypass via ;localized-text URI Suffix,"An authorization bypass vulnerability exists in ETQ Reliance (legacy CG and NXG SaaS platforms). By appending a specific URI suffix to certain API endpoints, an unauthenticated attacker can bypass access control checks and retrieve limited sensitive resources. The root cause was a misconfiguration in API authorization logic, which has since been corrected in SE.2025.1 and 2025.1.2.",ETQ,Reliance CG (legacy); Reliance NXG (SaaS),warm
CVE-2025-34142,PUBLISHED,VulnCheck,2025-07-22T12:31:58.875Z,ETQ Reliance CG XML External Entity (XXE) Injection in SSO SAML Handler,"An XML External Entity (XXE) injection vulnerability exists in ETQ Reliance on the CG (legacy) platform within the `/resources/sessions/sso` endpoint. The SAML authentication handler processes XML input without disabling external entity resolution, allowing crafted SAML responses to invoke external entity references. This could enable attackers to retrieve sensitive files or perform server-side request forgery (SSRF). The issue was addressed by disabling external entity processing for the affected XML parser in versions SE.2025.1 and 2025.1.2.",ETQ,Reliance CG (legacy),warm
CVE-2025-34143,PUBLISHED,VulnCheck,2025-07-22T12:31:35.570Z,ETQ Reliance CG Authentication Bypass via Trailing Space RCE,"An authentication bypass vulnerability exists in ETQ Reliance on the CG (legacy) platform. The application allowed login as the privileged internal SYSTEM user by manipulating the username field. The SYSTEM account does not require a password, enabling attackers with network access to the login page to obtain elevated access. Once authenticated, an attacker could achieve remote code execution by modifying Jython scripts within the application. This issue was resolved by introducing stricter validation logic to exclude internal accounts from public authentication workflows in version MP-4583.",ETQ,Reliance CG (legacy),warm
CVE-2025-34146,PUBLISHED,VulnCheck,2025-07-31T14:59:35.716Z,nyariv sandboxjs 0.8.23 Prototype Pollution Sandbox Escape DoS,"A prototype pollution vulnerability exists in @nyariv/sandboxjs versions <= 0.8.23, allowing attackers to inject arbitrary properties into Object.prototype via crafted JavaScript code. This can result in a denial-of-service (DoS) condition or, under certain conditions, escape the sandboxed environment intended to restrict code execution. The vulnerability stems from insufficient prototype access checks in the sandbox’s executor logic, particularly in the handling of JavaScript function objects returned.",NYARIV,sandboxjs,warm
CVE-2025-34147,PUBLISHED,VulnCheck,2025-08-04T17:34:59.434Z,Shenzhen Aitemi M300 Wi-Fi Repeater OS Command Injection via SSID,"An unauthenticated OS command injection vulnerability exists in the Shenzhen Aitemi M300 Wi-Fi Repeater (hardware model MT02). When configuring the device in Extender mode via its captive portal, the extap2g SSID field is inserted unescaped into a reboot-time shell script. This allows remote attackers within Wi-Fi range to inject arbitrary shell commands that execute as root during device reboot, leading to full system compromise.",SHENZHEN AITEMI E COMMERCE CO.,M300 Wi-Fi Repeater,warm
CVE-2025-34148,PUBLISHED,VulnCheck,2025-08-07T16:45:26.006Z,Shenzhen Aitemi M300 Wi-Fi Repeater OS Command Injection via WISP SSID,"An unauthenticated OS command injection vulnerability exists in the Shenzhen Aitemi M300 Wi-Fi Repeater (hardware model MT02). When configuring the device in WISP mode, the 'ssid' parameter is passed unsanitized to system-level scripts. This allows remote attackers within Wi-Fi range to inject arbitrary shell commands that execute as root, resulting in full device compromise.",SHENZHEN AITEMI E COMMERCE CO.,M300 Wi-Fi Repeater,warm
CVE-2025-34149,PUBLISHED,VulnCheck,2025-08-07T16:45:18.731Z,Shenzhen Aitemi M300 Wi-Fi Repeater OS Command Injection via WPA2 Key,"A command injection vulnerability affects the Shenzhen Aitemi M300 Wi-Fi Repeater (hardware model MT02) during WPA2 configuration. The 'key' parameter is interpreted directly by the system shell, enabling attackers to execute arbitrary commands as root. Exploitation requires no authentication and can be triggered during wireless setup.",SHENZHEN AITEMI E COMMERCE CO.,M300 Wi-Fi Repeater,warm
CVE-2025-34150,PUBLISHED,VulnCheck,2025-08-07T16:45:11.991Z,Shenzhen Aitemi M300 Wi-Fi Repeater PPPoE Username Command Injection,"The PPPoE configuration interface of the Shenzhen Aitemi M300 Wi-Fi Repeater (hardware model MT02) is vulnerable to command injection via the 'user' parameter. Input is processed unsafely during network setup, allowing attackers to execute arbitrary system commands with root privileges.",SHENZHEN AITEMI E COMMERCE CO.,M300 Wi-Fi Repeater,warm
CVE-2025-34151,PUBLISHED,VulnCheck,2025-08-07T16:45:06.189Z,Shenzhen Aitemi M300 Wi-Fi Repeater PPPoE Password Command Injection,"A command injection vulnerability exists in the 'passwd' parameter of the PPPoE setup process on the Shenzhen Aitemi M300 Wi-Fi Repeater (hardware model MT02). The input is passed directly to system-level commands without sanitation, enabling unauthenticated attackers to achieve root-level code execution.",SHENZHEN AITEMI E COMMERCE CO.,M300 Wi-Fi Repeater,warm
CVE-2025-34152,PUBLISHED,VulnCheck,2025-08-07T16:44:59.919Z,Shenzhen Aitemi M300 Wi-Fi Repeater OS Command Injection via Time Parameter,"An unauthenticated OS command injection vulnerability exists in the Shenzhen Aitemi M300 Wi-Fi Repeater (hardware model MT02) via the 'time' parameter of the '/protocol.csp?' endpoint. The input is processed by the internal date '-s' command without rebooting or disrupting HTTP service. Unlike other injection points, this vector allows remote compromise without triggering visible configuration changes.",SHENZHEN AITEMI E COMMERCE CO.,M300 Wi-Fi Repeater,warm
CVE-2025-34153,PUBLISHED,VulnCheck,2025-08-13T16:51:26.020Z,Hyland OnBase .NET Remoting TCP Channel Unauthenticated RCE,"Hyland OnBase versions prior to 17.0.2.87 (other versions may be affected) are vulnerable to unauthenticated remote code execution via insecure deserialization on the .NET Remoting TCP channel. The service registers a listener on port 6031 with the URI endpoint TimerServer, implemented in Hyland.Core.Timers.dll. This endpoint deserializes untrusted input using the .NET BinaryFormatter, allowing attackers to execute arbitrary code under the context of NT AUTHORITY\SYSTEM.",HYLAND SOFTWARE,OnBase,warm
CVE-2025-34154,PUBLISHED,VulnCheck,2025-08-13T21:04:24.387Z,UnForm Server Manager < 10.1.12 Unauthenticated Arbitrary File Read,"UnForm Server Manager versions prior to 10.1.12 expose an unauthenticated file read vulnerability via its log file analysis interface. The flaw resides in the arc endpoint, which accepts a fl parameter to specify the log file to be opened. Due to insufficient input validation and lack of path sanitization, attackers can supply relative paths to access arbitrary files on the host system — including sensitive OS-level files — without authentication.",SYNERGETIC DATA SYSTEMS,UnForm Server Manager,warm
CVE-2025-34159,PUBLISHED,VulnCheck,2025-08-27T16:47:54.240Z,Coolify Docker Compose Directive Injection in Application Deployment Workflow,"Coolify versions prior to v4.0.0-beta.420.6 are vulnerable to a remote code execution vulnerability in the application deployment workflow. The platform allows authenticated users, with low-level member privileges, to inject arbitrary Docker Compose directives during project creation. By crafting a malicious service definition that mounts the host root filesystem, an attacker can gain full root access to the underlying server.",COOLLABS TECHNOLOGIES,Coolify,warm
