cve	rating	assigner	published	title	description	vendor	product
CVE-2025-30646	warm	juniper	2025-04-09T19:53:27.087Z	Junos OS and Junos OS Evolved: Receipt of a malformed LLDP TLV results in l2cpd crash	"A Signed to Unsigned Conversion Error vulnerability in the Layer 2 Control Protocol daemon (l2cpd) of Juniper Networks Junos OS and Juniper Networks Junos OS Evolved allows an unauthenticated adjacent attacker sending a specifically malformed LLDP TLV to cause the l2cpd process to crash and restart, causing a Denial of Service (DoS).  Continued receipt and processing of this packet will create a sustained Denial of Service (DoS) condition.

When an LLDP telemetry subscription is active, receipt of a specifically malformed LLDP TLV causes the l2cpd process to crash and restart.



This issue affects:

Junos OS: 


  *  All versions before 21.2R3-S9, 
  *  from 21.4 before 21.4R3-S10, 
  *  from 22.2 before 22.2R3-S6, 
  *  from 22.4 before 22.4R3-S6, 
  *  from 23.2 before 23.2R2-S3, 
  *  from 23.4 before 23.4R2-S4, 
  *  from 24.2 before 24.2R2; 




Junos OS Evolved: 



  *  All versions before 21.4R3-S10-EVO,
  *  from 22.2-EVO before 22.2R3-S6-EVO, 
  *  from 22.4-EVO before 22.4R3-S6-EVO, 
  *  from 23.2-EVO before 23.2R2-S3-EVO, 
  *  from 23.4-EVO before 23.4R2-S4-EVO, 
  *  from 24.2-EVO before 24.2R2-EVO."	JUNIPER	Junos OS; Junos OS Evolved
CVE-2025-30647	warm	juniper	2025-04-09T19:53:59.529Z	Junos OS: MX Series: Subscriber login/logout activity will lead to a memory leak	"A Missing Release of Memory after Effective Lifetime vulnerability in the packet forwarding engine (PFE) of Juniper Networks Junos OS on MX Series allows an unauthenticated adjacent attacker to cause a Denial-of-Service (DoS).

In a subscriber management scenario, login/logout activity triggers a memory leak, and the leaked memory gradually increments and eventually results in a crash. 
   
???????????user@host> show chassis fpc
???????????????????????????????????????Temp ?? CPU Utilization (%) ??CPU Utilization (%) ? Memory    ??Utilization (%)
??????????????????????Slot State       (C) ??  Total   Interrupt      1min   5min  15min ? ?DRAM (MB) ?Heap     Buffer

  ????????????????????2  Online         36    ??? 10          0          9      8      9    ?????32768      ?26          0
                                                                                                     

This issue affects Junos OS on MX Series: 
  *  All versions before 21.2R3-S9
  *  from 21.4 before 21.4R3-S10
  *  from 22.2 before 22.2R3-S6
  *  from 22.4 before 22.4R3-S5
  *  from 23.2 before 23.2R2-S3
  *  from 23.4 before 23.4R2-S3
  *  from 24.2 before 24.2R2."	JUNIPER	Junos OS
CVE-2025-30652	warm	juniper	2025-04-09T19:57:01.859Z	Junos OS and Junos OS Evolved: Executing a specific CLI command when asregex-optimized is configured causes an rpd crash	"An Improper Handling of Exceptional Conditions vulnerability in routing protocol daemon (rpd) of Juniper Networks Junos OS and Junos OS Evolved allows a local, low-privileged attacker executing a CLI command to cause a Denial of Service (DoS).

When asregex-optimized is configured and a specific ""show route as-path"" CLI command  is executed, the rpd crashes and restarts. Repeated execution of this command will cause a sustained DoS condition.
This issue affects Junos OS: 


  *  All versions before 21.2R3-S9, 
  *  from 21.4 before 21.4R3-S10, 
  *  from 22.2 before 22.2R3-S6, 
  *  from 22.4 before 22.4R3-S6, 
  *  from 23.2 before 23.2R2-S3, 
  *  from 23.4 before 23.4R2-S4, 
  *  from 24.2 before 24.2R2.



and Junos OS Evolved: 
  *  All versions before 21.2R3-S9-EVO, 
  *  from 21.4-EVO before 21.4R3-S10-EVO, 
  *  from 22.2-EVO before 22.2R3-S6-EVO, 
  *  from 22.4-EVO before 22.4R3-S6-EVO, 
  *  from 23.2-EVO before 23.2R2-S3-EVO, 
  *  from 23.4-EVO before 23.4R2-S4-EVO, 
  *  from 24.2-EVO before 24.2R2-EVO."	JUNIPER	Junos OS; Junos OS Evolved
CVE-2025-30653	warm	juniper	2025-04-09T19:57:37.713Z	Junos OS and Junos OS Evolved: LSP flap in a specific MPLS scenario leads to rpd crash	"An Expired Pointer Dereference vulnerability in Routing Protocol Daemon (rpd) of Juniper Networks Junos OS and Junos OS Evolved allows an unauthenticated, adjacent attacker to cause Denial of Service (DoS).On all Junos OS and Junos OS Evolved platforms, when an MPLS Label-Switched Path (LSP) is configured with node-link-protection and transport-class, and an LSP flaps, rpd crashes and restarts. Continuous flapping of LSP can cause a sustained Denial of Service (DoS) condition.

This issue affects:

Junos OS:



  *  All versions before 22.2R3-S4,

  *  22.4 versions before 22.4R3-S2,

  *  23.2 versions before 23.2R2,

  *  23.4 versions before 23.4R2.





Junos OS Evolved:



  *  All versions before 22.2R3-S4-EVO,

  *  22.4-EVO versions before 22.4R3-S2-EVO,

  *  23.2-EVO versions before 23.2R2-EVO,

  *  23.4-EVO versions before 23.4R2-EVO."	JUNIPER	Junos OS; Junos OS Evolved
CVE-2025-30655	warm	juniper	2025-04-09T20:01:15.300Z	Junos OS and Junos OS Evolved: A specific CLI command will cause an RPD crash when rib-sharding and update-threading is enabled	"An Improper Check for Unusual or Exceptional Conditions vulnerability in the Routing Protocol Daemon (rpd) of Juniper Networks Junos OS and Junos OS Evolved allows a local, low-privileged attacker to cause a Denial-of-Service (DoS).

When a specific ""show bgp neighbor"" CLI command is run, the rpd cpu utilization rises and eventually causes a crash and restart. Repeated use of this command will cause a sustained DoS condition. 

The device is only affected if BGP RIB sharding and update-threading is enabled.
This issue affects Junos OS: 



  *  All versions before 21.2R3-S9, 
  *  from 21.4 before 21.4R3-S8,
  *  from 22.2 before 22.2R3-S6, 
  *  from 22.4 before 22.4R3-S2, 
  *  from 23.2 before 23.2R2-S3, 
  *  from 23.4 before 23.4R2.


and Junos OS Evolved: 



  *  All versions before 21.2R3-S9-EVO, 
  *  from 21.4-EVO before 21.4R3-S8-EVO, 
  *  from 22.2-EVO before 22.2R3-S6-EVO, 
  *  from 22.4-EVO before 22.4R3-S2-EVO, 
  *  from 23.2-EVO before 23.2R2-S3-EVO, 
  *  from 23.4-EVO before 23.4R2-EVO."	JUNIPER	Junos OS; Junos OS Evolved
CVE-2025-30657	warm	juniper	2025-04-09T20:02:21.815Z	Junos OS: Processing of a specific BGP update causes the SRRD process to crash	"An Improper Encoding or Escaping of Output vulnerability in the Sampling Route Record Daemon (SRRD) of Juniper Networks Junos OS allows an unauthenticated, network-based attacker to cause a Denial-of-Service (DoS).

When a device configured for flow-monitoring receives a specific BGP update message, it is correctly processed internally by the routing protocol daemon (rpd), but when it's sent to SRRD it's encoded incorrectly which leads to a crash and momentary interruption of jflow processing until it automatically restarts. This issue does not affect traffic forwarding itself.
This issue affects Junos OS: 



  *  All versions before 21.2R3-S9,
  *  21.4 versions before 21.4R3-S10,
  *  22.2 versions before 22.2R3-S6,
  *  22.4 versions before 22.4R3,
  *  23.2 versions before 23.2R1-S2, 23.2R2.



This issue does not affected Junos OS Evolved."	JUNIPER	Junos OS
CVE-2025-30664	warm	Zoom	2025-05-14T17:33:18.777Z	Zoom Workplace Apps - Improper Neutralization of Special Elements	Improper neutralization of special elements in some Zoom Workplace Apps may allow an authenticated user to conduct an escalation of privilege via local access.	ZOOM	Zoom Workplace Apps
CVE-2025-30665	warm	Zoom	2025-05-14T17:35:06.968Z	Zoom Workplace Apps for Windows - NULL Pointer Dereference	NULL pointer dereference in some Zoom Workplace Apps for Windows may allow an authenticated user to conduct a denial of service via network access.	ZOOM	Zoom Workplace Apps for Windows
CVE-2025-30666	warm	Zoom	2025-05-14T17:35:15.485Z	Zoom Workplace Apps for Windows - NULL Pointer Dereference	NULL pointer dereference in some Zoom Workplace Apps for Windows may allow an authenticated user to conduct a denial of service via network access.	ZOOM	Zoom Workplace Apps for Windows
CVE-2025-30667	warm	Zoom	2025-05-14T17:36:19.136Z	Zoom Workplace Apps - NULL Pointer Dereference	NULL pointer dereference in some Zoom Workplace Apps for Windows may allow an authenticated user to conduct a denial of service via network access.	ZOOM	Zoom Workplace Apps
CVE-2025-30668	warm	Zoom	2025-05-14T17:39:55.588Z	Zoom Workplace Apps - NULL Pointer Dereference	Integer underflow in some Zoom Workplace Apps may allow an authenticated user to conduct a denial of service via network access.	ZOOM	Zoom Workplace Apps
CVE-2025-30670	warm	Zoom	2025-04-08T16:20:54.607Z	Zoom Workplace Apps for Windows - Null Pointer	Null pointer dereference in some Zoom Workplace Apps for Windows may allow an authenticated user to conduct a denial of service via network access.	ZOOM	Zoom Workplace Apps for Windows
CVE-2025-30671	warm	Zoom	2025-04-08T16:21:01.713Z	Zoom Workplace Apps for Windows - Null Pointer	Null pointer dereference in some Zoom Workplace Apps for Windows may allow an authenticated user to conduct a denial of service via network access.	ZOOM	Zoom Workplace Apps for Windows
CVE-2025-30672	warm	CPANSec	2025-04-01T01:51:08.494Z	Mite for Perl generates code with an untrusted search path vulnerability	"Mite for Perl before 0.013000 generates code with the current working directory ('.') added to the @INC path similar to CVE-2016-1238.

If an attacker can place a malicious file in current working directory, it may be 
loaded instead of the intended file, potentially leading to arbitrary 
code execution.

This affects the Mite distribution itself, and other distributions that contain code generated by Mite."	TOBYINK	Mite
CVE-2025-30673	warm	CPANSec	2025-04-01T02:02:25.594Z	Sub::HandlesVia for Perl allows untrusted code to be included from the current working directory	"Sub::HandlesVia for Perl before 0.050002 allows untrusted code from the current working directory ('.') to be loaded similar to CVE-2016-1238.

If an attacker can place a malicious file in current working directory, it may be loaded instead of the intended file, potentially leading to arbitrary code execution.

Sub::HandlesVia uses Mite to produce the affected code section due to CVE-2025-30672"	TOBYINK	Sub::HandlesVia
CVE-2025-30678	warm	trendmicro	2025-06-17T19:56:01.476Z		A Server-side Request Forgery (SSRF) vulnerability in Trend Micro Apex Central (on-premise) modTMSM component could allow an attacker to manipulate certain parameters leading to information disclosure on affected installations.	TREND MICRO	Trend Micro Apex Central
CVE-2025-30679	warm	trendmicro	2025-06-17T19:56:11.050Z		A Server-side Request Forgery (SSRF) vulnerability in Trend Micro Apex Central (on-premise) modOSCE component could allow an attacker to manipulate certain parameters leading to information disclosure on affected installations.	TREND MICRO	Trend Micro Apex Central
CVE-2025-30702	warm	oracle	2025-04-15T20:41:18.129Z		Vulnerability in the Fleet Patching and amp; Provisioning component of Oracle Database Server.  Supported versions that are affected are 19.3-19.26. Easily exploitable vulnerability allows unauthenticated attacker with network access via HTTP to compromise Fleet Patching and amp; Provisioning.  Successful attacks of this vulnerability can result in  unauthorized read access to a subset of Fleet Patching and amp; Provisioning accessible data. CVSS 3.1 Base Score 5.3 (Confidentiality impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N).	ORACLE	Oracle Database Server
CVE-2025-30752	warm	oracle	2025-07-15T19:27:29.996Z		"Vulnerability in the Oracle Java SE, Oracle GraalVM for JDK product of Oracle Java SE (component: Compiler).   The supported version that is affected is Oracle Java SE: 24.0.1; Oracle GraalVM for JDK: 24.0.1. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM for JDK.  Successful attacks of this vulnerability can result in unauthorized ability to cause a partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM for JDK. Note: This vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. This vulnerability does not apply to Java deployments, typically in servers, that load and run only trusted code (e.g., code installed by an administrator). CVSS 3.1 Base Score 3.7 (Availability impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:L)."	ORACLE	Oracle GraalVM for JDK; Oracle Java SE
CVE-2025-30761	warm	oracle	2025-07-15T20:49:26.919Z		"Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE (component: Scripting).  Supported versions that are affected are Oracle Java SE: 8u451, 8u451-perf and  11.0.27; Oracle GraalVM Enterprise Edition: 21.3.14. Difficult to exploit vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise Oracle Java SE, Oracle GraalVM Enterprise Edition.  Successful attacks of this vulnerability can result in  unauthorized creation, deletion or modification access to critical data or all Oracle Java SE, Oracle GraalVM Enterprise Edition accessible data. Note: This vulnerability can be exploited by using APIs in the specified Component, e.g., through a web service which supplies data to the APIs. This vulnerability also applies to Java deployments, typically in clients running sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the internet) and rely on the Java sandbox for security. CVSS 3.1 Base Score 5.9 (Integrity impacts).  CVSS Vector: (CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:H/A:N)."	ORACLE	Oracle GraalVM Enterprise Edition; Oracle Java SE
CVE-2025-31116	warm	GitHub_M	2025-03-31T16:42:42.618Z	Mobile Security Framework (MobSF) has a SSRF Vulnerability fix bypass on assetlinks_check with DNS Rebinding	"Mobile Security Framework (MobSF) is a pen-testing, malware analysis and security assessment framework capable of performing static and dynamic analysis. The mitigation for CVE-2024-29190 in valid_host() uses socket.gethostbyname(), which is vulnerable to SSRF abuse using DNS rebinding technique. This vulnerability is fixed in 4.3.2."	MOBSF	Mobile-Security-Framework-MobSF
CVE-2025-31119	warm	GitHub_M	2025-04-03T19:11:44.091Z	CWE-470 in generator-jhipster-entity-audit when having Javers selected as Entity Audit Framework	"generator-jhipster-entity-audit is a JHipster module to enable entity audit and audit log page. Prior to 5.9.1, generator-jhipster-entity-audit allows unsafe reflection when having Javers selected as Entity Audit Framework. If an attacker manages to place some malicious classes into the classpath and also has access to these REST interface for calling the mentioned REST endpoints, using these lines of code can lead to unintended remote code execution. This vulnerability is fixed in 5.9.1."	JHIPSTER	generator-jhipster-entity-audit
CVE-2025-31123	warm	GitHub_M	2025-03-31T19:31:40.507Z	Zitadel Expired JWT Keys Usable for Authorization Grants	"Zitadel is open-source identity infrastructure software. A vulnerability existed where expired keys can be used to retrieve tokens. Specifically, ZITADEL fails to properly check the expiration date of the JWT key when used for Authorization Grants. This allows an attacker with an expired key to obtain valid access tokens. This vulnerability does not affect the use of JWT Profile for OAuth 2.0 Client Authentication on the Token and Introspection endpoints, which correctly reject expired keys. This vulnerability is fixed in 2.71.6, 2.70.8, 2.69.9, 2.68.9, 2.67.13, 2.66.16, 2.65.7, 2.64.6, and 2.63.9."	ZITADEL	zitadel
CVE-2025-31130	warm	GitHub_M	2025-04-04T14:41:56.355Z	gitoxide does not detect SHA-1 collision attacks	"gitoxide is an implementation of git written in Rust. Before 0.42.0, gitoxide uses SHA-1 hash implementations without any collision detection, leaving it vulnerable to hash collision attacks. gitoxide uses the sha1_smol or sha1 crate, both of which implement standard SHA-1 without any mitigations for collision attacks. This means that two distinct Git objects with colliding SHA-1 hashes would break the Git object model and integrity checks when used with gitoxide. This vulnerability is fixed in 0.42.0."	GITOXIDELABS	gitoxide
CVE-2025-31135	warm	GitHub_M	2025-04-01T22:03:09.405Z	Go-Guerrilla SMTP Daemon allows the PROXY command to be sent multiple times	"Go-Guerrilla SMTP Daemon is a lightweight SMTP server written in Go. Prior to 1.6.7, when ProxyOn is enabled, the PROXY command will be accepted multiple times, with later invocations overriding earlier ones. The proxy protocol only supports one initial PROXY header; anything after that is considered part of the exchange between client and server, so the client is free to send further PROXY commands with whatever data it pleases. go-guerrilla will treat these as coming from the reverse proxy, allowing a client to spoof its IP address. This vulnerability is fixed in 1.6.7."	PHIRES	go-guerrilla
CVE-2025-31141	warm	JetBrains	2025-03-27T11:24:31.688Z		In JetBrains TeamCity before 2025.03 exception could lead to credential leakage on Cloud Profiles page	JETBRAINS	TeamCity
CVE-2025-31144	warm	jpcert	2025-04-27T23:57:01.057Z		"Quick Agent V3 and Quick Agent V2 contain an issue with improper restriction of communication channel to intended endpoints. If exploited, a remote unauthenticated attacker may attempt to log in to an arbitrary host via Windows system where the product is running."	SIOS TECHNOLOGY	Quick Agent V2; Quick Agent V3
CVE-2025-31147	warm	icscert	2025-04-15T21:50:38.887Z	Growatt Cloud portal Authorization Bypass Through User-Controlled Key	Unauthenticated attackers can query information about total energy consumed by EV chargers of arbitrary users.	GROWATT	Cloud portal
CVE-2025-31160	warm	mitre	2025-03-26T00:00:00.000Z		"atop through 2.11.0 allows local users to cause a denial of service (e.g., assertion failure and application exit) or possibly have unspecified other impact by running certain types of unprivileged processes while a different user runs atop."	ATOP PROJECT	atop
CVE-2025-31170	warm	huawei	2025-04-07T03:50:03.929Z		"Access control vulnerability in the security verification module
Impact: Successful exploitation of this vulnerability will affect integrity and confidentiality."	HUAWEI	EMUI; HarmonyOS
CVE-2025-31171	warm	huawei	2025-04-07T03:52:28.713Z		"File read permission bypass vulnerability in the kernel file system module
Impact: Successful exploitation of this vulnerability may affect service confidentiality."	HUAWEI	HarmonyOS
CVE-2025-31172	warm	huawei	2025-04-07T03:54:03.796Z		"Memory write permission bypass vulnerability in the kernel futex module
Impact: Successful exploitation of this vulnerability may affect service confidentiality."	HUAWEI	HarmonyOS
CVE-2025-31173	warm	huawei	2025-04-07T03:56:19.969Z		"Memory write permission bypass vulnerability in the kernel futex module
Impact: Successful exploitation of this vulnerability may affect service confidentiality."	HUAWEI	HarmonyOS
CVE-2025-31174	warm	huawei	2025-04-07T03:57:08.372Z		"Path traversal vulnerability in the DFS module
Impact: Successful exploitation of this vulnerability may affect service confidentiality."	HUAWEI	HarmonyOS
CVE-2025-31175	warm	huawei	2025-04-07T03:58:22.031Z		"Deserialization mismatch vulnerability in the DSoftBus module
Impact: Successful exploitation of this vulnerability may affect service integrity."	HUAWEI	EMUI; HarmonyOS
CVE-2025-31176	warm	redhat	2025-03-27T15:06:20.163Z	Gnuplot: gnuplot segmentation fault on plot3d_points	A flaw was found in gnuplot. The plot3d_points() function may lead to a segmentation fault and cause a system crash.	; RED HAT	; Red Hat Enterprise Linux 6; Red Hat Enterprise Linux 7; Red Hat Enterprise Linux 8
CVE-2025-31177	warm	redhat	2025-05-07T20:55:21.714Z	Gnuplot: gnuplot heap-buffer overflow on utf8_copy_one	gnuplot is affected by a heap buffer overflow at function utf8_copy_one.	; RED HAT	; Red Hat Enterprise Linux 6; Red Hat Enterprise Linux 7; Red Hat Enterprise Linux 8
CVE-2025-31178	warm	redhat	2025-03-27T15:06:38.451Z	Gnuplot: gnuplot segmentation fault on getannotatestring	A flaw was found in gnuplot. The GetAnnotateString() function may lead to a segmentation fault and cause a system crash.	; RED HAT	; Red Hat Enterprise Linux 6; Red Hat Enterprise Linux 7; Red Hat Enterprise Linux 8
CVE-2025-31180	warm	redhat	2025-03-27T15:08:48.575Z	Gnuplot: gnuplot segmentation fault on canvas_text	A flaw was found in gnuplot. The CANVAS_text() function may lead to a segmentation fault and cause a system crash.	; RED HAT	; Red Hat Enterprise Linux 6; Red Hat Enterprise Linux 7; Red Hat Enterprise Linux 8
CVE-2025-31181	warm	redhat	2025-03-27T15:09:02.725Z	Gnuplot: gnuplot segmentation fault on x11_graphics	A flaw was found in gnuplot. The X11_graphics() function may lead to a segmentation fault and cause a system crash.	; RED HAT	; Red Hat Enterprise Linux 6; Red Hat Enterprise Linux 7; Red Hat Enterprise Linux 8
CVE-2025-31286	warm	trendmicro	2025-04-02T16:39:41.799Z		"An HTML injection vulnerability previously discovered in Trend Vision One could have allowed a malicious user to execute arbitrary code.

Please note: this issue has already been addressed on the backend service and is no longer considered an active vulnerability."	TREND MICRO	Trend Vision One
CVE-2025-31325	warm	sap	2025-06-10T00:10:30.542Z	Cross-Site Scripting (XSS) Vulnerability in SAP NetWeaver (ABAP Keyword Documentation)	"Due to a Cross-Site Scripting vulnerability in SAP NetWeaver (ABAP Keyword Documentation), an unauthenticated attacker could inject malicious JavaScript into a web page through an unprotected parameter. When a victim accesses the affected page, the script executes in their browser, providing the attacker limited access to restricted information. The vulnerability does not affect data integrity or availability and operates entirely within the context of the client's browser."	SAP_SE	SAP NetWeaver (ABAP Keyword Documentation)
CVE-2025-31326	warm	sap	2025-07-08T00:34:21.578Z	HTML Injection vulnerability in SAP BusinessObjects Business Intelligence Platform (Web Intelligence)	"SAP?BusinessObjects Business?Intelligence Platform (Web Intelligence) is vulnerable to HTML Injection, allowing an attacker with basic user privileges to inject malicious code into specific input fields. This could lead to unintended redirects or manipulation of application behavior, such as redirecting users to attacker-controlled domains. This issue primarily affects the integrity of the system. However, the confidentiality and availability of the system remain unaffected."	SAP_SE	SAP BusinessObjects Business Intelligence Platform (Web Intelligence)
CVE-2025-31327	warm	sap	2025-04-22T18:25:45.777Z	OData meta-data property entity tampering in SAP Field Logistics	"SAP Field Logistics Manage Logistics application OData meta-data property is vulnerable to data tampering, due to which certain fields could be externally modified by an attacker causing low impact on integrity of the application. Confidentiality and availability are not impacted."	SAP_SE	SAP Field Logistics
CVE-2025-31329	warm	sap	2025-05-13T00:16:51.190Z	Information Disclosure vulnerability in SAP NetWeaver Application Server ABAP and ABAP Platform	"SAP NetWeaver is vulnerable to an Information Disclosure vulnerability caused by the injection of malicious instructions into user configuration settings. An attacker with administrative privileges can craft these instructions so that when accessed by the victim, sensitive information such as user credentials is exposed. These credentials may then be used to gain unauthorized access to local or adjacent systems. This results in high impact to Confidentiality, with no significant effect on Integrity or Availability."	SAP_SE	SAP NetWeaver Application Server ABAP and ABAP Platform
CVE-2025-31331	warm	sap	2025-04-08T07:15:23.750Z	Authorization Bypass vulnerability in SAP NetWeaver	"SAP NetWeaver allows an attacker to bypass authorization checks, enabling them to view portions of ABAP code that would normally require additional validation. Once logged into the ABAP system, the attacker can run a specific transaction that exposes sensitive system code without proper authorization. This vulnerability compromises the confidentiality."	SAP_SE	SAP NetWeaver
CVE-2025-31332	warm	sap	2025-04-08T07:15:36.708Z	Insecure File permissions vulnerability in SAP BusinessObjects Business Intelligence Platform	"Due to insecure file permissions in SAP BusinessObjects Business Intelligence Platform, an attacker who has local access to the system could modify files potentially disrupting operations or cause service downtime hence leading to a high impact on integrity and availability. However, this vulnerability does not disclose any sensitive data."	SAP_SE	SAP BusinessObjects Business Intelligence Platform
CVE-2025-31333	warm	sap	2025-04-08T07:15:46.176Z	Odata meta-data tampering in SAP S4CORE entity	"SAP S4CORE OData meta-data property is vulnerable to data tampering, due to which entity set could be externally modified by an attacker causing low impact on integrity of the application. Confidentiality and availability is not impacted."	SAP_SE	SAP S4CORE entity
CVE-2025-31334	warm	jpcert	2025-04-03T05:27:32.538Z		"Issue that bypasses the ""Mark of the Web"" security warning function for files when opening a symbolic link that points to an executable file exists in WinRAR versions prior to 7.11. If a symbolic link specially crafted by an attacker is opened on the affected product, arbitrary code may be executed."	RARLAB	WinRAR
CVE-2025-31335	warm	mitre	2025-03-28T00:00:00.000Z		The OpenSAML C++ library before 3.3.1 allows forging of signed SAML messages via parameter manipulation (when using SAML bindings that rely on non-XML signatures).	SHIBBOLETH	OpenSAML C++ library
CVE-2025-31338	warm	ZUSO ART	2025-04-17T02:01:45.543Z	Wisdom Master Pro - Missing Authorization	A missing authorization vulnerability in the retrieve teacher Information function of Wisdom Master Pro versions 5.0 through 5.2 allows remote attackers to obtain partial user data by accessing the API functionality.	SUNNET TECHNOLOGY CO.	Wisdom Master Pro
CVE-2025-31339	warm	ZUSO ART	2025-04-17T02:00:47.551Z	Wisdom Master Pro - Unrestricted Upload of File with Dangerous Type	An unrestricted upload of file with dangerous type vulnerability in the course management function of Wisdom Master Pro versions 5.0 through 5.2 allows remote authenticated users to craft a malicious file.	SUNNET TECHNOLOGY CO.	Wisdom Master Pro
CVE-2025-31340	warm	ZUSO ART	2025-04-17T01:59:56.772Z	Wisdom Master Pro - Improper Control of Filename for Include/Require Statement in PHP Program	A improper control of filename for include/require statement in PHP program vulnerability in the retrieve course Information function of Wisdom Master Pro versions 5.0 through 5.2 allows remote attackers to perform arbitrary system commands by running a malicious file.	SUNNET TECHNOLOGY CO.	Wisdom Master Pro
CVE-2025-31354	warm	icscert	2025-04-11T15:30:24.676Z	Subnet Solutions PowerSYSTEM Center Out-of-Bounds Read	"Subnet Solutions PowerSYSTEM Center's SMTPS notification service can be affected by importing an EC certificate with crafted F2m parameters, which can lead to excessive CPU consumption during the evaluation of the curve parameters."	SUBNET SOLUTIONS	PowerSYSTEM Center 2020
CVE-2025-31357	warm	icscert	2025-04-15T20:21:34.076Z	Growatt Cloud portal Authorization Bypass Through User-Controlled Key	An unauthenticated attacker can obtain a user's plant list by knowing the username.	GROWATT	Cloud portal
CVE-2025-31360	warm	icscert	2025-04-15T21:48:21.025Z	Growatt Cloud portal Authorization Bypass Through User-Controlled Key	"Unauthenticated attackers can trigger device actions associated with specific ""scenes"" of arbitrary users."	GROWATT	Cloud portal
CVE-2025-31477	warm	GitHub_M	2025-04-02T21:10:14.264Z	Improper Scope Validation in the open Endpoint of  tauri-plugin-shell	"The Tauri shell plugin allows access to the system shell. Prior to 2.2.1, the Tauri shell plugin exposes functionality to execute code and open programs on the system. The open endpoint of this plugin is designed to allow open functionality with the system opener (e.g. xdg-open on Linux). This was meant to be restricted to a reasonable number of protocols like https or mailto by default. This default restriction was not functional due to improper validation of the allowed protocols, allowing for potentially dangerous protocols like file://, smb://, or nfs:// and others to be opened by the system registered protocol handler. By passing untrusted user input to the open endpoint these potentially dangerous protocols can be abused to gain remote code execution on the system. This either requires direct exposure of the endpoint to application users or code execution in the frontend of a Tauri application. This vulnerability is fixed in 2.2.1."	TAURI-APPS	plugins-workspace
CVE-2025-31481	warm	GitHub_M	2025-04-03T19:20:22.916Z	GraphQL query operations security can be bypassed	API Platform Core is a system to create hypermedia-driven REST and GraphQL APIs. Using the Relay special node type you can bypass the configured security on an operation. This vulnerability is fixed in 4.0.22 and 3.4.17.	API-PLATFORM	core
CVE-2025-31497	warm	GitHub_M	2025-04-15T20:00:17.738Z	TEIGarage XML External Entity (XXE) Injection in Document Conversion Service	"TEIGarage is a webservice and RESTful service to transform, convert and validate various formats, focussing on the TEI format. The Document Conversion Service contains a critical XML External Entity (XXE) Injection vulnerability in its document conversion functionality. The service processes XML files during the conversion process but fails to disable external entity processing, allowing an attacker to read arbitrary files from the server's filesystem. This vulnerability could allow attackers to read sensitive files from the server's filesystem, potentially exposing configuration files, credentials, or other confidential information. Additionally, depending on the server configuration, this could potentially be used to perform server-side request forgery (SSRF) attacks by making the server connect to internal services. This issue is patched in version 1.2.4. A workaround for this vulnerability includes disabling external entity processing in the XML parser by setting the appropriate security features (e.g., XMLConstants.FEATURE_SECURE_PROCESSING)."	TEIC	TEIGarage
CVE-2025-31498	warm	GitHub_M	2025-04-08T13:53:11.232Z	c-ares has a use-after-free in read_answers()	"c-ares is an asynchronous resolver library. From 1.32.3 through 1.34.4, there is a use-after-free in read_answers() when process_answer() may re-enqueue a query either due to a DNS Cookie Failure or when the upstream server does not properly support EDNS, or possibly on TCP queries if the remote closed the connection immediately after a response. If there was an issue trying to put that new transaction on the wire, it would close the connection handle, but read_answers() was still expecting the connection handle to be available to possibly dequeue other responses. In theory a remote attacker might be able to trigger this by flooding the target with ICMP UNREACHABLE packets if they also control the upstream nameserver and can return a result with one of those conditions, this has been untested. Otherwise only a local attacker might be able to change system behavior to make send()/write() return a failure condition. This vulnerability is fixed in 1.34.5."	C-ARES	c-ares
CVE-2025-31654	warm	icscert	2025-04-15T21:07:32.609Z	Growatt Cloud portal Authorization Bypass Through User-Controlled Key	"An attacker can get information about the groups of the smart home devices for arbitrary users (i.e., ""rooms"")."	GROWATT	Cloud portal
CVE-2025-31700	warm	dahua	2025-07-23T06:54:37.996Z		"A vulnerability has been found in Dahua products.

Attackers could exploit a buffer overflow vulnerability by sending specially crafted malicious packets, potentially causing service disruption (e.g., crashes) or remote code execution (RCE). Some devices may have deployed protection mechanisms such as Address Space Layout Randomization (ASLR), which reduces the likelihood of successful RCE exploitation. However, denial-of-service (DoS) attacks remain a concern."	DAHUA	IPC; SD
