CVE,KEV Date,Rating,Github Timestamp,Date Status,RunLabel,File,Line,Status
CVE-2025-11001,2026-01-20,hot,2025-12-02,,December 2025 run,2025\November\december-2-ratings.txt,"CVE-2025-11001	2025-11-19 21:16:49.635000+00:00	7-Zip ZIP File Parsing Directory Traversal Remote Code Execution Vulnerability	7-Zip ZIP File Parsing Directory Traversal Remote Code Execution Vulnerability. This vulnerability allows remote attackers to execute arbitrary code on affected installations of 7-Zip. Interaction with this product is required to exploit this vulnerability but attack vectors may vary depending on the implementation.

The specific flaw exists within the handling of symbolic links in ZIP files. Crafted data in a ZIP file can cause the process to traverse to unintended directories. An attacker can leverage this vulnerability to execute code in the context of a service account. Was ZDI-CAN-26753.	7-Zip	7-Zip			hot",OK
CVE-2025-11368,2026-03-31,warm,2025-12-02,,December 2025 run,2025\November\december-2-ratings.txt,"CVE-2025-11368	2025-11-21 05:32:04.912000+00:00	LearnPress – WordPress LMS Plugin <= 4.2.9.4 - Missing Authorization to Unauthenticated Arbitrary Callback Execution to Information Exposure	The LearnPress – WordPress LMS Plugin plugin for WordPress is vulnerable to Sensitive Information Disclosure in all versions up to, and including, 4.2.9.4. This is due to missing capability checks in the REST endpoint /wp-json/lp/v1/load_content_via_ajax which allows arbitrary callback execution of admin-only template methods. This makes it possible for unauthenticated attackers to retrieve admin curriculum HTML, quiz questions with correct answers, course materials, and other sensitive educational content via the REST API endpoint granted they can supply valid numeric IDs.	thimpress	LearnPress – WordPress LMS Plugin	5.3	MEDIUM	warm",OK
CVE-2025-11700,2025-12-15,warm,2025-12-02,,December 2025 run,2025\November\december-2-ratings.txt,CVE-2025-11700	2025-11-12 15:30:38.691000+00:00	N-central importServiceFromFile XXE Injection	N-central versions < 2025.4 are vulnerable to an XML External Entities injection leading to information disclosure	N-able	N-central			warm,OK
CVE-2025-11837,2026-06-17,warm,2026-01-31,,2025 ratings final (Jan 31 run),2025\Final run Jan 2026\2025-ratings-final.txt,"CVE-2025-11837	Malware Remover	An improper control of generation of code vulnerability has been reported to affect Malware Remover. The remote attackers can then exploit the vulnerability to bypass protection mechanism.

We have already fixed the vulnerability in the following version:
Malware Remover 6.6.8.20251023 and later	QNAP Systems Inc.	Malware Remover	warm",OK
CVE-2025-11953,2025-12-21,hot,2025-12-02,,December 2025 run,2025\November\december-2-ratings.txt,"CVE-2025-11953	2025-11-03 16:35:07.168000+00:00	Command injection in React Native Community CLI allows remote attackers to perform remote code execution by sending HTTP requests	The Metro Development Server, which is opened by the React Native Community CLI, binds to external interfaces by default. The server exposes an endpoint that is vulnerable to OS command injection. This allows unauthenticated network attackers to send a POST request to the server and run arbitrary executables. On Windows, the attackers can also execute arbitrary shell commands with fully controlled arguments.			9.8	CRITICAL	hot",OK
CVE-2025-12055,2025-12-15,hot,2025-12-02,,December 2025 run,2025\November\december-2-ratings.txt,"CVE-2025-12055	2025-10-27 06:36:36.526000+00:00	Unauthenticated Local File Disclosure in MPDV Mikrolab MIP 2 / FEDRA 2 / HYDRA X Manufacturing Execution System	HYDRA X, MIP 2 and FEDRA 2 of MPDV Mikrolab GmbH suffer from an unauthenticated local file disclosure vulnerability in all releases until Maintenance Pack 36 with Servicepack 8 (week 36/2025), which allows an attacker to read arbitrary files from the Windows operating system. The ""Filename"" parameter of the public $SCHEMAS$ ressource is vulnerable and can be exploited easily.	MPDV Mikrolab GmbH	FEDRA 2; HYDRA X; MIP 2			hot",OK
CVE-2025-12352,2026-06-23,hot,2025-12-02,,December 2025 run,2025\November\december-2-ratings.txt,"CVE-2025-12352	2025-11-07 04:28:53.882000+00:00	Gravity Forms <= 2.9.20 - Unauthenticated Arbitrary File Upload via 'copy_post_image'	The Gravity Forms plugin for WordPress is vulnerable to arbitrary file uploads due to missing file type validation in the copy_post_image() function in all versions up to, and including, 2.9.20. This makes it possible for unauthenticated attackers to upload arbitrary files on the affected site's server which may make remote code execution possible. This only impacts sites that have allow_url_fopen set to `On`, the post creation form enabled along with a file upload field for the post	Gravity Forms	Gravity Forms	9.8	CRITICAL	hot",OK
CVE-2025-12548,2026-04-15,warm,2026-01-31,,2025 ratings final (Jan 31 run),2025\Final run Jan 2026\2025-ratings-final.txt,"CVE-2025-12548	Github.com/che-incubator/che-code: eclipse che — unauthenticated rce and secret exfiltration via tcp/3333	A flaw was found in Eclipse Che che-machine-exec. This vulnerability allows unauthenticated remote arbitrary command execution and secret exfiltration (SSH keys, tokens, etc.) from other users' Developer Workspace containers, via an unauthenticated JSON-RPC / websocket API exposed on TCP port 3333.	Red Hat	Red Hat OpenShift Dev Spaces (RHOSDS) 3.22; Red Hat OpenShift Dev Spaces (RHOSDS) 3.23; Red Hat OpenShift Dev Spaces (RHOSDS) 3.24	warm",OK
CVE-2025-13315,2025-12-15,hot,2025-12-02,,December 2025 run,2025\November\december-2-ratings.txt,CVE-2025-13315	2025-11-19 17:41:36.996000+00:00	Unauthenticated log access in Twonky Server	Twonky Server 8.5.2 on Linux and Windows is vulnerable to an access control flaw. An unauthenticated attacker can bypass web service API authentication controls to leak a log file and read the administrator's username and encrypted password.	Lynxtechnology	Twonky Server			hot,OK
CVE-2025-1338,2026-04-09,warm,2026-03-21,,2025 processed-clean,HEAD\2025-processed-clean.txt,"CVE-2025-1338,2025-02-16T11:00:20.737Z,NUUO Camera handle_config.php print_file command injection,A vulnerability was found in NUUO Camera up to 20250203. It has been declared as critical. This vulnerability affects the function print_file of the file /handle_config.php. The manipulation of the argument log leads to command injection. The attack can be initiated remotely. The exploit has been disclosed to the public and may be used. The vendor was contacted early about this disclosure but did not respond in any way.,NUUO,Camera,False,False,6.9,MEDIUM,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:L/VI:L/VA:L/SC:N/SI:N/SA:N,CWE-77 | CWE-74,False,warm,CWE-77,Improper Neutralization of Special Elements used in a Command ('Command Injection')",OK
CVE-2025-15403,2026-05-04,warm,2026-03-21,,2025 processed-clean,HEAD\2025-processed-clean.txt,"CVE-2025-15403,2026-01-17T02:22:32.032Z,RegistrationMagic <= 6.0.7.1 - Privilege Escalation via admin_order,The RegistrationMagic plugin for WordPress is vulnerable to Privilege Escalation in all versions up to, and including, 6.0.7.1. This is due to the 'add_menu' function is accessible via the 'rm_user_exists' AJAX action and allows arbitrary updates to the 'admin_order' setting. This makes it possible for unauthenticated attackers to injecting an empty slug into the order parameter, and manipulate the plugin's menu generation logic, and when the admin menu is subsequently built, the plugin adds 'manage_options' capability for the target role. Note: The vulnerability can only be exploited unauthenticated, but further privilege escalation requires at least a subscriber user.,metagauss,RegistrationMagic - Custom Registration Forms, User Registration, Payment, and User Login,False,False,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CWE-269,False,warm,CWE-269,Improper Privilege Management",OK
CVE-2025-20282,2026-01-20,hot,2025-08-31,,August 2025 run,2025\August\august-2025-combined-ratings.txt,"CVE-2025-20282,PUBLISHED,cisco,2025-06-25T16:29:12.357Z,Cisco ISE API Unauthenticated Remote Code Execution Vulnerability,A vulnerability in an internal API of Cisco ISE and Cisco ISE-PIC could allow an unauthenticated, remote attacker to upload arbitrary files to an affected device and then execute those files on the underlying operating system as root.

This vulnerability is due a lack of file validation checks that would prevent uploaded files from being placed in privileged directories on an affected system. An attacker could exploit this vulnerability by uploading a crafted file to the affected device. A successful exploit could allow the attacker to store malicious files on the affected system and then execute arbitrary code or obtain root privileges on the system.,CISCO,Cisco Identity Services Engine Software,hot",OK
CVE-2025-2264,2025-07-31,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,"458	CVE-2025-2264	Santesoft	Sante PACS Server	A Path Traversal Information Disclosure vulnerability exists in ""Sante PACS Server.exe"". An unauthenticated remote attacker can exploit it to download arbitrary files on the disk drive where the application is installed.	hot",OK
CVE-2025-22905,2025-10-10,hot,2025-01-17,,Jan 17 2025 run (2025 CVEs),2025\jan-17-run.txt,CVE-2025-22905	hot			RE11S v1.11 was discovered to contain a command injection vulnerability via the command parameter at /goform/mp.,OK
CVE-2025-24016,2025-06-10,hot,2025-02-17,,Feb 2025 run,2025\feb-15-run.txt,"CVE-2025-24016	wazuh	wazuh	Wazuh is a free and open source platform used for threat prevention, detection, and response. Starting in version 4.4.0 and prior to version 4.9.1, an unsafe deserialization vulnerability allows for remote code execution on Wazuh servers. DistributedAPI parameters are a serialized as JSON and deserialized using `as_wazuh_object` (in `framework/wazuh/core/cluster/common.py`). If an attacker manages to inject an unsanitized dictionary in DAPI request/response, they can forge an unhandled exception (`__unhandled_exc__`) to evaluate arbitrary python code. The vulnerability can be triggered by anybody with API access (compromised dashboard or Wazuh servers in the cluster) or, in certain configurations, even by a compromised agent. Version 4.9.1 contains a fix.	hot",OK
CVE-2025-24113,2026-04-07,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,"4210	CVE-2025-24113	Apple	multiple products	The issue was addressed with improved UI. This issue is fixed in macOS Sequoia 15.3, Safari 18.3, iOS 18.3 and iPadOS 18.3, visionOS 2.3. Visiting a malicious website may lead to user interface spoofing.	hot",OK
CVE-2025-24472,2025-03-18,hot,2025-02-17,,Feb 2025 run,2025\feb-15-run.txt,"CVE-2025-24472	Fortinet	FortiOS	An�Authentication Bypass Using an Alternate Path or Channel vulnerability [CWE-288] affecting FortiOS 7.0.0 through 7.0.16 and FortiProxy 7.2.0 through 7.2.12, 7.0.0 through 7.0.19 may allow a remote attacker to gain super-admin privileges via crafted CSF proxy requests.	hot",OK
CVE-2025-24477,2025-10-23,warm,2025-08-31,,August 2025 run,2025\August\august-2025-combined-ratings.txt,"CVE-2025-24477,PUBLISHED,fortinet,2025-07-15T08:14:41.283Z,,A heap-based buffer overflow in Fortinet FortiOS versions 7.6.0 through 7.6.2, 7.4.0 through 7.4.7, 7.2.4 through 7.2.11 allows an attacker to escalate its privileges via a specially crafted CLI command,FORTINET,FortiOS,warm",OK
CVE-2025-24912,2025-10-19,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,"4366	CVE-2025-24912	Jouni Malinen	hostapd	hostapd fails to process crafted RADIUS packets properly. When hostapd authenticates wi-fi devices with RADIUS authentication, an attacker in the position between the hostapd and the RADIUS server may inject crafted RADIUS packets and force RADIUS authentications to fail.	hot",OK
CVE-2025-2492,2025-11-19,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,"72	CVE-2025-2492	ASUS	Router	An improper authentication control vulnerability exists in AiCloud. This vulnerability can be triggered by a crafted request, potentially leading to unauthorized execution of functions.


Refer to the 'ASUS Router AiCloud vulnerability' section on the ASUS Security Advisory for more information.	hot",OK
CVE-2025-25181,2025-03-10,hot,2025-02-17,,Feb 2025 run,2025\feb-15-run.txt,CVE-2025-25181	Advantive	VeraCore	A SQL injection vulnerability in timeoutWarning.asp in Advantive VeraCore through 2025.1.0 allows remote attackers to execute arbitrary SQL commands via the PmSess1 parameter.	hot,OK
CVE-2025-25231,2025-09-12,warm,2025-08-31,,August 2025 run,2025\August\august-2025-combined-ratings.txt,"CVE-2025-25231,PUBLISHED,Omnissa,2025-08-11T18:12:49.711Z,,Omnissa Workspace ONE UEM contains a Secondary Context Path Traversal Vulnerability.�A malicious actor may be able to gain access to sensitive information by sending crafted GET requests (read-only) to restricted API endpoints.,OMNISSA,Omnissa Workspace ONE UEM,warm",OK
CVE-2025-2611,2025-10-11,warm,2025-08-31,,August 2025 run,2025\August\august-2025-combined-ratings.txt,"CVE-2025-2611,PUBLISHED,VulnCheck,2025-08-05T15:00:32.531Z,ICTBroadcast Unauthenticated Session Cookie Remote Code Execution,The ICTBroadcast application unsafely passes session cookie data to shell processing, allowing an attacker to inject shell commands into a session cookie that get executed on the server. This results in unauthenticated remote code execution in the session handling.




Versions 7.4 and below are known to be vulnerable.,ICT INNOVATIONS,ICTBroadcast,warm",OK
CVE-2025-26399,2026-01-20,hot,2025-12-02,,December 2025 run,2025\November\december-2-ratings.txt,"CVE-2025-26399	2025-09-23 05:07:14.702000+00:00	SolarWinds Web Help Desk Deserialization of Untrusted Data Privilege Escalation Vulnerability	SolarWinds Web Help Desk was found to be susceptible to an unauthenticated AjaxProxy deserialization remote code execution vulnerability that, if exploited, would allow an attacker to run commands on the host machine. This vulnerability is a patch bypass of CVE-2024-28988, which in turn is a patch bypass of CVE-2024-28986.	SolarWinds	Web Help Desk	9.8	CRITICAL	hot",OK
CVE-2025-26793,2025-06-08,hot,2025-02-17,,Feb 2025 run,2025\feb-15-run.txt,"CVE-2025-26793	Hirsch	Enterphone MESH	The Web GUI configuration panel of Hirsch (formerly Identiv and Viscount) Enterphone MESH through 2024 ships with default credentials (username freedom, password viscount). The administrator is not prompted to change these credentials on initial configuration, and changing the credentials requires many steps. Attackers can use the credentials over the Internet via mesh.webadmin.MESHAdminServlet to gain access to dozens of Canadian and U.S. apartment buildings and obtain building residents' PII. NOTE: the Supplier's perspective is that the ""vulnerable systems are not following manufacturers' recommendations to change the default password.""	hot",OK
CVE-2025-2746,2025-10-20,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,384	CVE-2025-2746	Kentico	Xperience	An authentication bypass vulnerability in Kentico Xperience allows authentication bypass via the Staging Sync Server password handling of empty SHA1 usernames in digest authentication. Authentication bypass allows an attacker to control administrative objects.This issue affects Xperience through 13.0.172.	hot,OK
CVE-2025-2747,2025-10-20,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,535	CVE-2025-2747	Kentico	Xperience	An authentication bypass vulnerability in Kentico Xperience allows authentication bypass via the Staging Sync Server component password handling for the server defined None type. Authentication bypass allows an attacker to control administrative objects.This issue affects Xperience through 13.0.178.	hot,OK
CVE-2025-2749,2026-04-20,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,"294	CVE-2025-2749	Kentico	Xperience	An authenticated remote code execution in Kentico Xperience allows authenticated users Staging Sync Server to upload arbitrary data to path relative locations. This results in path traversal and arbitrary file upload, including content that can be executed server side leading to remote code execution.This issue affects Kentico Xperience through 13.0.178.	hot",OK
CVE-2025-28036,2025-07-21,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,10750	CVE-2025-28036			TOTOLINK A950RG V4.1.2cu.5161_B20200903 was found to contain a pre-auth remote command execution vulnerability in the setNoticeCfg function through the NoticeUrl parameter.	hot,OK
CVE-2025-28137,2025-07-21,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,10684	CVE-2025-28137			The TOTOLINK A810R V4.1.2cu.5182_B20201026 were found to contain a pre-auth remote command execution vulnerability in the setNoticeCfg function through the NoticeUrl parameter.	hot,OK
CVE-2025-2857,2026-01-20,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,"199	CVE-2025-2857	Mozilla	Firefox; Firefox ESR	Following the recent Chrome sandbox escape (CVE-2025-2783), various Firefox developers identified a similar pattern in our IPC code. A compromised child process could cause the parent process to return an unintentionally powerful handle, leading to a sandbox escape. 
The original vulnerability was being exploited in the wild. 
*This only affects Firefox on Windows. Other operating systems are unaffected.* This vulnerability affects Firefox < 136.0.4, Firefox ESR < 128.8.1, and Firefox ESR < 115.21.1.	hot",OK
CVE-2025-29085,2025-06-09,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,9038	CVE-2025-29085			SQL injection vulnerability in vipshop Saturn v.3.5.1 and before allows a remote attacker to execute arbitrary code via /console/dashboard/executorCount?zkClusterKey component.	hot,OK
CVE-2025-29635,2026-04-21,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,"8947	CVE-2025-29635			A command injection vulnerability in D-Link DIR-823X 240126 and 240802 allows an authorized attacker to execute arbitrary commands on remote devices by sending a POST request to /goform/set_prohibiting via the corresponding function, triggering remote command execution.	hot",OK
CVE-2025-31918,2026-04-23,warm,2025-12-02,,December 2025 run,2025\November\december-2-ratings.txt,CVE-2025-31918	2025-05-23 12:44:01.823000+00:00	WordPress Simple Business Directory Pro <= 15.4.8 - Privilege Escalation Vulnerability	Incorrect Privilege Assignment vulnerability in quantumcloud Simple Business Directory Pro allows Privilege Escalation. This issue affects Simple Business Directory Pro: from n/a through 15.4.8.	quantumcloud	Simple Business Directory Pro	9.8	CRITICAL	warm,OK
CVE-2025-32433,2025-06-09,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,"7322	CVE-2025-32433	erlang	otp	Erlang/OTP is a set of libraries for the Erlang programming language. Prior to versions OTP-27.3.3, OTP-26.2.5.11, and OTP-25.3.2.20, a SSH server may allow an attacker to perform unauthenticated remote code execution (RCE). By exploiting a flaw in SSH protocol message handling, a malicious actor could gain unauthorized access to affected systems and execute arbitrary commands without valid credentials. This issue is patched in versions OTP-27.3.3, OTP-26.2.5.11, and OTP-25.3.2.20. A temporary workaround involves disabling the SSH server or to prevent access via firewall rules.	hot",OK
CVE-2025-3278,2026-05-04,warm,2025-12-02,,December 2025 run,2025\November\december-2-ratings.txt,"CVE-2025-3278	2025-04-19 02:22:33.746000+00:00	UrbanGo Membership <= 1.0.4 - Unauthenticated Privilege Escalation	The UrbanGo Membership plugin for WordPress is vulnerable to privilege escalation in versions up to, and including, 1.0.4. This is due to the plugin allowing users who are registering new accounts to set their own role or by supplying 'user_register_role' field. This makes it possible for unauthenticated attackers to gain elevated privileges by creating an account with the administrator role.	Edge-Themes	UrbanGo Membership	9.8	CRITICAL	warm",OK
CVE-2025-32818,2026-05-10,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,"7237	CVE-2025-32818	SonicWall	SonicOS	A Null Pointer Dereference vulnerability in the SonicOS SSLVPN Virtual office interface allows a remote, unauthenticated attacker to crash the firewall, potentially leading to a Denial-of-Service (DoS) condition.	hot",OK
CVE-2025-33073,2025-10-20,hot,2025-08-31,,August 2025 run,2025\August\august-2025-combined-ratings.txt,"CVE-2025-33073,PUBLISHED,microsoft,2025-06-10T17:02:35.874Z,Windows SMB Client Elevation of Privilege Vulnerability,Improper access control in Windows SMB allows an authorized attacker to elevate privileges over a network.,MICROSOFT,windows,hot",OK
CVE-2025-34117,2026-03-11,hot,2025-08-31,,August 2025 run,2025\August\august-2025-combined-ratings.txt,"CVE-2025-34117,PUBLISHED,VulnCheck,2025-07-16T21:02:57.281Z,Netcore / Netis Routers RCE via UDP Port 53413 Backdoor,A remote code execution vulnerability exists in multiple Netcore and Netis routers models with firmware released prior to August 2014 due to the presence of an undocumented backdoor listener on UDP port 53413. Exact version boundaries remain undocumented. An unauthenticated remote attacker can send specially crafted UDP packets to execute arbitrary commands on the affected device. This backdoor uses a hardcoded authentication mechanism and accepts shell commands post-authentication. Some device models include a non-standard implementation of the `echo` command, which may affect exploitability.,NETCORE TECHNOLOGY; NETIS,Router firmware,hot",OK
CVE-2025-34152,2025-09-15,warm,2025-08-31,,August 2025 run,2025\August\august-2025-combined-ratings.txt,"CVE-2025-34152,PUBLISHED,VulnCheck,2025-08-07T16:44:59.919Z,Shenzhen Aitemi M300 Wi-Fi Repeater OS Command Injection via Time Parameter,An unauthenticated OS command injection vulnerability exists in the Shenzhen Aitemi M300 Wi-Fi Repeater (hardware model MT02) via the 'time' parameter of the '/protocol.csp?' endpoint. The input is processed by the internal date '-s' command without rebooting or disrupting HTTP service. Unlike other injection points, this vector allows remote compromise without triggering visible configuration changes.,SHENZHEN AITEMI E COMMERCE CO.,M300 Wi-Fi Repeater,warm",OK
CVE-2025-34291,2026-05-21,fire,2026-01-31,,2025 ratings final (Jan 31 run),2025\Final run Jan 2026\2025-ratings-final.txt,CVE-2025-34291	Langflow <= 1.6.9 CORS Misconfiguration to Token Hijack & RCE	Langflow versions up to and including 1.6.9 contain a chained vulnerability that enables account takeover and remote code execution. An overly permissive CORS configuration (allow_origins='*' with allow_credentials=True) combined with a refresh token cookie configured as SameSite=None allows a malicious webpage to perform cross-origin requests that include credentials and successfully call the refresh endpoint. An attacker-controlled origin can therefore obtain fresh access_token / refresh_token pairs for a victim session. Obtained tokens permit access to authenticated endpoints — including built-in code-execution functionality — allowing the attacker to execute arbitrary code and achieve full system compromise.	Langflow	Langflow	fire,OK
CVE-2025-36604,2025-10-09,hot,2025-08-31,,August 2025 run,2025\August\august-2025-combined-ratings.txt,"CVE-2025-36604,PUBLISHED,dell,2025-08-04T14:00:05.295Z,,Dell Unity, version(s) 5.5 and prior, contain(s) an Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') vulnerability. An unauthenticated attacker with remote access could potentially exploit this vulnerability, leading to arbitrary command execution.,DELL,Unity,hot",OK
CVE-2025-4008,2025-10-02,warm,2025-08-31,,August 2025 run,2025\August\august-2025-combined-ratings.txt,"CVE-2025-4008,PUBLISHED,ONEKEY,2025-05-21T15:31:23.118Z,Arbitrary Command Injection in Smartbedded MeteoBridge,The Meteobridge web interface let meteobridge administrator manage their weather station data collection and administer their meteobridge system through a web application written in CGI shell scripts and C.

This web interface exposes an endpoint that is vulnerable to command injection.

Remote unauthenticated attackers can gain arbitrary command execution with elevated privileges ( root ) on affected devices.,SMARTBEDDED,MeteoBridge,warm",OK
CVE-2025-40536,2026-02-12,warm,2026-01-31,,2025 ratings final (Jan 31 run),2025\Final run Jan 2026\2025-ratings-final.txt,"CVE-2025-40536	SolarWinds Web Help Desk Security Control Bypass Vulnerability	SolarWinds Web Help Desk was found to be susceptible to a security control bypass vulnerability that if exploited, could allow an unauthenticated attacker to gain access to certain restricted functionality.	SolarWinds	Web Help Desk	warm",OK
CVE-2025-40551,2026-02-03,fire,2026-01-31,,2025 ratings final (Jan 31 run),2025\Final run Jan 2026\2025-ratings-final.txt,"CVE-2025-40551	SolarWinds Web Help Desk Deserialization of Untrusted Data Remote Code Execution Vulnerability	SolarWinds Web Help Desk was found to be susceptible to an untrusted data deserialization vulnerability that could lead to remote code execution, which would allow an attacker to run commands on the host machine. This could be exploited without authentication.	SolarWinds	Web Help Desk	fire",OK
CVE-2025-40554,2026-05-01,warm,2026-01-31,,2025 ratings final (Jan 31 run),2025\Final run Jan 2026\2025-ratings-final.txt,"CVE-2025-40554	SolarWinds Web Help Desk Authentication Bypass Vulnerability	SolarWinds Web Help Desk was found to be susceptible to an authentication bypass vulnerability that, if exploited, could allow an attacker to invoke specific actions within Web Help Desk.	SolarWinds	Web Help Desk	warm",OK
CVE-2025-40600,2026-05-10,hot,2025-08-31,,August 2025 run,2025\August\august-2025-combined-ratings.txt,"CVE-2025-40600,PUBLISHED,sonicwall,2025-07-29T21:11:59.174Z,,Use of Externally-Controlled Format String vulnerability in the SonicOS SSL VPN interface allows a remote unauthenticated attacker to cause service disruption.,SONICWALL,SonicOS,hot",OK
CVE-2025-40601,2026-05-10,hot,2025-12-02,,December 2025 run,2025\November\december-2-ratings.txt,"CVE-2025-40601	2025-11-20 12:26:54.465000+00:00		A Stack-based buffer overflow vulnerability in the SonicOS SSLVPN service allows a remote unauthenticated attacker to cause Denial of Service (DoS), which could cause an impacted firewall to crash.	SonicWall	SonicOS			hot",OK
CVE-2025-42957,2025-09-04,hot,2025-08-31,,August 2025 run,2025\August\august-2025-combined-ratings.txt,"CVE-2025-42957,PUBLISHED,sap,2025-08-12T02:09:53.111Z,Code Injection vulnerability in SAP S/4HANA (Private Cloud or On-Premise),SAP S/4HANA allows an attacker with user privileges to exploit a vulnerability in the function module exposed via RFC. This flaw enables the injection of arbitrary ABAP code into the system, bypassing essential authorization checks. This vulnerability effectively functions as a backdoor, creating the risk of full system compromise, undermining the confidentiality, integrity and availability of the system.,SAP_SE,SAP S/4HANA (Private Cloud or On-Premise),hot",OK
CVE-2025-43512,2026-04-07,warm,2026-03-21,,2025 processed-clean,HEAD\2025-processed-clean.txt,"CVE-2025-43512,2025-12-12T20:56:51.767Z,,A logic issue was addressed with improved checks. This issue is fixed in macOS Tahoe 26.2, macOS Sonoma 14.8.3, macOS Sequoia 15.7.3, iOS 18.7.3 and iPadOS 18.7.3. An app may be able to elevate privileges.,Apple,iOS and iPadOS, macOS,False,True,,,,CWE-269,False,warm,CWE-269,Improper Privilege Management",OK
CVE-2025-43520,2026-03-18,warm,2026-01-31,,2025 ratings final (Jan 31 run),2025\Final run Jan 2026\2025-ratings-final.txt,"CVE-2025-43520		A memory corruption issue was addressed with improved memory handling. This issue is fixed in watchOS 26.1, iOS 18.7.2 and iPadOS 18.7.2, macOS Tahoe 26.1, visionOS 26.1, tvOS 26.1, macOS Sonoma 14.8.2, macOS Sequoia 15.7.2, iOS 26.1 and iPadOS 26.1. A malicious application may be able to cause unexpected system termination or write kernel memory.	Apple	Multiple Products	warm",OK
CVE-2025-43532,2026-04-09,warm,2026-01-31,,2025 ratings final (Jan 31 run),2025\Final run Jan 2026\2025-ratings-final.txt,"CVE-2025-43532		A memory corruption issue was addressed with improved bounds checking. This issue is fixed in watchOS 26.2, macOS Sonoma 14.8.3, iOS 18.7.3 and iPadOS 18.7.3, iOS 26.2 and iPadOS 26.2, macOS Tahoe 26.2, macOS Sequoia 15.7.3, visionOS 26.2, tvOS 26.2. Processing malicious data may lead to unexpected app termination.	Apple	Multiple Products	warm",OK
CVE-2025-43542,2026-04-07,hot,2026-03-21,,2025 processed-clean,HEAD\2025-processed-clean.txt,"CVE-2025-43542,2025-12-12T20:56:57.008Z,,This issue was addressed with improved state management. This issue is fixed in iOS 18.7.3 and iPadOS 18.7.3, macOS Tahoe 26.2, iOS 26.2 and iPadOS 26.2, macOS Sequoia 15.7.3, visionOS 26.2. Password fields may be unintentionally revealed when remotely controlling a device over FaceTime.,Apple,Multiple Products,False,True,,,,CWE-200,False,hot,CWE-200,Exposure of Sensitive Information to an Unauthorized Actor",OK
CVE-2025-44846,2026-01-27,n/a (no rating column),2025-05-08,,May 2025 run,2025\may-8-run.txt,2488	CVE-2025-44846			TOTOLINK CA600-PoE V5.3c.6665_B20180820 was found to contain a command injection vulnerability in the recvUpgradeNewFw function via the fwUrl parameter. This vulnerability allows attackers to execute arbitrary commands via a crafted request.	hot,OK
CVE-2025-4606,2026-05-04,warm,2025-12-02,,December 2025 run,2025\November\december-2-ratings.txt,"CVE-2025-4606	2025-07-09 03:22:04.150000+00:00	Sala - Startup & SaaS WordPress Theme <= 1.1.4 - Unauthenticated Privilege Escalation via Password Reset/Account Takeover	The Sala - Startup & SaaS WordPress Theme theme for WordPress is vulnerable to privilege escalation via account takeover in all versions up to, and including, 1.1.4. This is due to the theme not properly validating a user's identity prior to updating their details like password. This makes it possible for unauthenticated attackers to change arbitrary user's passwords, including administrators, and leverage that to gain access to their account.	uxper	Sala - Startup & SaaS WordPress Theme	9.8	CRITICAL	warm",OK
CVE-2025-48281,2026-03-31,hot,2026-03-21,,2025 processed-clean,HEAD\2025-processed-clean.txt,"CVE-2025-48281,2025-06-09T15:53:53.912Z,WordPress MyStyle Custom Product Designer <= 3.21.1 - SQL Injection Vulnerability,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in mystyleplatform MyStyle Custom Product Designer allows Blind SQL Injection. This issue affects MyStyle Custom Product Designer: from n/a through 3.21.1.,mystyleplatform,MyStyle Custom Product Designer,False,False,9.3,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:L,CWE-89,False,hot,CWE-89,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection')",OK
